Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
7224|M12580.1 Drosophila hydei Y chromosome lampbrush loop transcribed repeats,1186,0,861,30.43,33.57,90.66,297.92,2.19,1184.95,1e-26,7214,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,,
"77133|FJ712426.1 Uncultured bacterium clone KZNMV-0-B42 16S ribosomal RNA gene, partial sequence",3380,0,1518,85.97,86.23,99.69,115.97,9.84,3378.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712439.1 Uncultured bacterium clone KZNMV-0-B57 16S ribosomal RNA gene, partial sequence",820,0,1496,59.63,60.16,99.11,166.22,2.6,818.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712465.1 Uncultured bacterium clone KZNMV-5-B36 16S ribosomal RNA gene, partial sequence",2752,0,1533,38.16,38.36,99.49,260.71,8.22,2750.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712503.1 Uncultured bacterium clone KZNMV-10-B11 16S ribosomal RNA gene, partial sequence",822,0,1491,55.26,56.2,98.33,177.92,3.01,820.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ712512.1 Uncultured bacterium clone KZNMV-10-B23 16S ribosomal RNA gene, partial sequence",1074,0,1494,35.21,36.28,97.05,275.65,4.02,1072.17,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ712513.1 Uncultured bacterium clone KZNMV-10-B26 16S ribosomal RNA gene, partial sequence",2522,0,1498,79.84,80.24,99.5,124.63,7.81,2520.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712532.1 Uncultured bacterium clone KZNMV-10-B56 16S ribosomal RNA gene, partial sequence",2646,0,1486,57.0,57.27,99.53,174.62,9.17,2644.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712538.1 Uncultured bacterium clone KZNMV-10-B65 16S ribosomal RNA gene, partial sequence",1918,0,1498,63.42,63.82,99.37,156.69,5.88,1916.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712540.1 Uncultured bacterium clone KZNMV-10-B70 16S ribosomal RNA gene, partial sequence",1066,0,1472,96.13,96.33,99.79,103.81,3.39,1064.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712541.1 Uncultured bacterium clone KZNMV-10-B71 16S ribosomal RNA gene, partial sequence",6244,0,1499,99.87,100.0,99.87,100.0,19.22,6242.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712551.1 Uncultured bacterium clone KZNMV-10-B90 16S ribosomal RNA gene, partial sequence",2786,0,1513,89.49,91.41,97.9,109.4,7.85,2784.15,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ712560.1 Uncultured bacterium clone KZNMV-25-B8 16S ribosomal RNA gene, partial sequence",3216,0,1409,77.71,78.64,98.83,127.17,11.76,3214.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ712583.1 Uncultured bacterium clone KZNMV-25-B47 16S ribosomal RNA gene, partial sequence",4580,0,1395,78.71,79.57,98.92,125.68,15.54,4578.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ716931.1 Uncultured bacterium clone B3_10.2_2 16S ribosomal RNA gene, partial sequence",902,0,1516,78.17,78.63,99.41,127.18,2.92,900.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ716976.1 Uncultured bacterium clone E6_10.3_1 16S ribosomal RNA gene, partial sequence",2762,0,1174,72.49,73.0,99.3,136.99,10.24,2760.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717009.1 Uncultured bacterium clone A9_10.1_1 16S ribosomal RNA gene, partial sequence",874,0,1514,35.47,35.73,99.26,279.85,2.77,872.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717023.1 Uncultured bacterium clone G11_10.1_1 16S ribosomal RNA gene, partial sequence",1576,0,1515,64.75,65.87,98.3,151.8,5.06,1574.15,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ717040.1 Uncultured bacterium clone B12_10.1_2 16S ribosomal RNA gene, partial sequence",4872,0,1514,96.37,97.36,98.98,102.71,15.96,4870.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717065.1 Uncultured bacterium clone H3_10.1_2 16S ribosomal RNA gene, partial sequence",1238,0,1514,88.51,89.43,98.97,111.82,3.8,1236.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717100.1 Uncultured bacterium clone A11_10.2_2 16S ribosomal RNA gene, partial sequence",67608,0,1510,98.87,98.94,99.93,101.07,195.83,67606.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717167.1 Uncultured bacterium clone B5_10.4_2 16S ribosomal RNA gene, partial sequence",6472,0,1514,96.04,96.7,99.32,103.42,21.7,6470.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717221.1 Uncultured bacterium clone F9_10.3_1 16S ribosomal RNA gene, partial sequence",1524,0,1177,65.0,65.42,99.35,152.86,5.85,1522.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717238.1 Uncultured bacterium clone A10_10.4_2 16S ribosomal RNA gene, partial sequence",756,0,1498,63.35,63.62,99.58,157.19,2.21,754.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717240.1 Uncultured bacterium clone C8_10.4_2 16S ribosomal RNA gene, partial sequence",3148,0,1550,39.74,41.16,96.55,242.95,10.62,3146.1,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ717253.1 Uncultured bacterium clone B2_10.4_2 16S ribosomal RNA gene, partial sequence",4936,0,1536,87.7,89.0,98.54,112.36,15.09,4934.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717254.1 Uncultured bacterium clone G10_10.1_1 16S ribosomal RNA gene, partial sequence",952,0,1538,47.72,48.31,98.79,207.0,2.94,950.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ717309.1 Uncultured bacterium clone C10_10.3_2 16S ribosomal RNA gene, partial sequence",1226,0,1566,52.36,53.45,97.97,187.1,3.95,1224.08,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ717331.1 Uncultured bacterium clone B2_10.3_2 16S ribosomal RNA gene, partial sequence",1028,0,1554,79.67,81.47,97.79,122.75,3.7,1026.1,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ712444.1 Uncultured bacterium clone KZNMV-0-B63 16S ribosomal RNA gene, partial sequence",1050,0,1496,72.19,72.66,99.36,137.63,3.79,1048.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115555|FN257753.1 Halomonas axialensis 23S rRNA gene, strain CECT 5812",24054,1,2914,94.82,95.88,98.89,104.29,46.51,24050.43,1e-26,115555,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas axialensis
"77133|FJ746113.1 Uncultured bacterium clone SPG12_343_353_B24 16S ribosomal RNA gene, partial sequence",912,0,1406,70.2,71.48,98.21,139.9,2.99,910.28,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ787300.1 Uncultured bacterium clone KZNV-25-B29 16S ribosomal RNA gene, partial sequence",708,0,1394,44.76,45.34,98.73,220.57,2.36,706.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU982944.1 Uncultured bacterium clone BR1pmoA22 PmoA (pmoA) gene, partial cds",844,0,505,97.62,100.59,97.05,99.41,7.92,843.38,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU982948.1 Uncultured bacterium clone BR1pmoA26 PmoA (pmoA) gene, partial cds",1244,0,506,99.41,100.0,99.41,100.0,10.89,1243.38,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU982974.1 Uncultured bacterium clone BR1pmoA07 PmoA (pmoA) gene, partial cds",716,0,500,98.8,100.0,98.8,100.0,6.29,715.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU982979.1 Uncultured bacterium clone FE2pmoA04 PmoA (pmoA) gene, partial cds",354,0,513,77.78,77.97,99.75,128.25,2.91,353.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU982987.1 Uncultured bacterium clone BR1pmoA33 PmoA (pmoA) gene, partial cdsEU982992.1 Uncultured bacterium clone BR1pmoA09 PmoA (pmoA) gene, partial cds",724,0,500,86.2,86.8,99.31,115.21,6.31,723.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ822673.1 Uncultured bacterium isolate DGGE gel band b29 16S ribosomal RNA gene, partial sequence",320,0,403,74.44,80.15,92.88,124.77,4.46,319.51,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|FJ873275.1 Uncultured bacterium clone bOHTK-18 16S ribosomal RNA gene, partial sequence",1174,0,1365,61.98,62.42,99.3,160.21,4.32,1172.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ873344.1 Uncultured bacterium clone bOHTK-103 16S ribosomal RNA gene, partial sequence",2266,0,1377,34.71,35.0,99.17,285.68,7.38,2264.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ873363.1 Uncultured bacterium clone bOHTK-73 16S ribosomal RNA gene, partial sequence",1012,0,1421,66.78,67.0,99.68,149.26,3.13,1010.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|EU716934.1 Vibrio alginolyticus strain R-1 recombination-repair protein (recA) gene, partial cdsEU717000.1 Vibrio alginolyticus strain R-635 recombination-repair protein (recA) gene, partial cds",400,0,591,50.42,50.76,99.33,197.0,2.54,399.28,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"166587|FJ949212.1 Uncultured Chloroflexi bacterium clone MS-K32 16S ribosomal RNA gene, partial sequence",494,0,858,44.41,44.64,99.48,224.02,3.15,492.95,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"120965|FJ949398.1 Uncultured planctomycete clone MS-A153 16S ribosomal RNA gene, partial sequence",566,0,990,63.43,65.25,97.21,153.25,3.64,564.79,1e-26,203682,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,
"334747|DQ058665.1 Olavius algarvensis Delta 1 endosymbiont clone OA116 dissimilatory (bi)sulfite reductase alpha (dsrA) and dissimilatory (bi)sulfite reductase beta (dsrB) genes, partial cds",1550,0,1901,67.39,72.01,93.57,138.86,6.15,1547.67,1e-26,28221,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,,
"334748|DQ058668.1 Olavius crassitunicatus Delta 1 endosymbiont clone OCP191A-1-8 dissimilatory (bi)sulfite reductase alpha (dsrA) and dissimilatory (bi)sulfite reductase beta (dsrB) genes, partial cds",1492,0,1901,46.13,48.87,94.4,204.63,4.88,1489.67,1e-26,28221,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,,
"86473|FN397820.1 Uncultured gamma proteobacterium partial 16S rRNA gene, clone CpA BacA22",876,0,1408,59.87,60.8,98.48,164.49,3.2,874.28,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"56765|FJ985914.1 Uncultured marine bacterium clone ANT-Roth-MBCL1-8 16S ribosomal RNA gene, partial sequence",446,0,598,68.06,68.23,99.75,146.57,3.01,445.27,1e-26,56765,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured marine bacterium
"77133|GQ246340.1 Uncultured bacterium clone Cm1-3 16S ribosomal RNA gene, partial sequence",4112,0,1516,98.09,100.07,98.02,99.93,14.86,4110.14,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GQ246372.1 Uncultured bacterium clone Cm1-35 16S ribosomal RNA gene, partial sequence",922,0,1524,65.16,65.16,100.0,153.47,2.45,920.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ246434.1 Uncultured bacterium clone Ld1-39 16S ribosomal RNA gene, partial sequence",844,0,1493,31.15,31.55,98.73,316.99,2.53,842.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ246442.1 Uncultured bacterium clone Ld1-47 16S ribosomal RNA gene, partial sequence",774,0,1541,38.81,39.13,99.17,255.56,2.34,772.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ246446.1 Uncultured bacterium clone Ld1-51 16S ribosomal RNA gene, partial sequence",2374,0,1523,89.82,90.81,98.92,110.12,7.2,2372.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ246452.1 Uncultured bacterium clone Ld1-57 16S ribosomal RNA gene, partial sequence",1328,0,1493,57.2,57.54,99.42,173.81,3.55,1326.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
360281|GQ233745.1 Uncultured marine organism clone IOBCBE001_07-A07-SP6.ab1 genomic sequence,1880,0,842,97.74,99.88,97.86,100.12,10.91,1878.97,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
360281|GQ237933.1 Uncultured marine organism clone IOBCBE001_37-C11-SP6.ab1 genomic sequence,550,0,757,67.24,69.35,96.95,144.19,2.77,549.07,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"659459|GQ280812.1 Gamma proteobacterium endosymbiont of Solemya velum strain MV 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence",596,0,716,25.84,27.51,93.91,363.45,2.48,595.12,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,,
3635|GQ393659.1 Gossypium hirsutum cultivar Deltapine 33 B clone MONCS0624 SSR marker CGR5679 genomic sequence,114,0,195,52.31,58.46,89.47,171.05,0.58,113.76,1e-25,3629,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,,
"152509|GQ261752.1 Uncultured Bacteroidetes bacterium clone 70mos_0s_H8 16S ribosomal RNA gene, partial sequence",1768,0,1469,97.07,97.96,99.1,102.08,6.46,1766.2,1e-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"152509|GQ261768.1 Uncultured Bacteroidetes bacterium clone 70mos_0s_F4 16S ribosomal RNA gene, partial sequence",6416,0,1465,79.73,80.0,99.66,125.0,19.98,6414.21,1e-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"34034|GQ261770.1 Uncultured delta proteobacterium clone 70mos_20s_G3 16S ribosomal RNA gene, partial sequence",1182,0,1465,82.05,82.66,99.26,120.97,3.83,1180.21,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"86473|GQ261773.1 Uncultured gamma proteobacterium clone 70mos_0s_D9 16S ribosomal RNA gene, partial sequence",926,0,1464,61.75,62.36,99.01,160.35,3.48,924.21,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"120858|GQ261779.1 Uncultured epsilon proteobacterium clone 33mos_0s_H10 16S ribosomal RNA gene, partial sequence",884,0,1463,49.69,49.69,100.0,201.24,3.05,882.21,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|GQ261780.1 Uncultured epsilon proteobacterium clone 70mos_0s_H9 16S ribosomal RNA gene, partial sequence",8362,0,1463,91.11,91.32,99.78,109.51,26.33,8360.21,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"86473|GQ261781.1 Uncultured gamma proteobacterium clone 70mos_20s_B2 16S ribosomal RNA gene, partial sequence",738,0,1463,57.83,57.89,99.88,172.73,2.03,736.21,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"120858|GQ261791.1 Uncultured epsilon proteobacterium clone 70mos_0s_D6 16S ribosomal RNA gene, partial sequence",2498,0,1462,81.12,81.67,99.33,122.45,7.95,2496.21,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"152509|GQ261794.1 Uncultured Bacteroidetes bacterium clone 70mos_0s_H4 16S ribosomal RNA gene, partial sequence",1970,0,1462,93.3,94.46,98.77,105.87,6.83,1968.21,1e-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"120858|GQ261796.1 Uncultured epsilon proteobacterium clone 7mos_0d_G12 16S ribosomal RNA gene, partial sequence",5906,0,1462,75.51,75.79,99.64,131.95,19.74,5904.21,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"86473|GQ261799.1 Uncultured gamma proteobacterium clone 70mos_20s_E1 16S ribosomal RNA gene, partial sequence",1430,0,1461,70.23,70.64,99.42,141.57,4.53,1428.21,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"120858|GQ261812.1 Uncultured epsilon proteobacterium clone 70mos_0s_F3 16S ribosomal RNA gene, partial sequence",2868,0,1404,96.65,96.94,99.71,103.16,9.55,2866.28,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"77133|GQ356922.1 Uncultured bacterium clone Fe_B_105 16S ribosomal RNA gene, partial sequence",1302,0,1473,36.39,36.59,99.44,273.28,3.74,1300.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356924.1 Uncultured bacterium clone Fe_B_107 16S ribosomal RNA gene, partial sequence",2360,0,1489,88.31,89.46,98.72,111.79,8.26,2358.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356932.1 Uncultured bacterium clone Fe_B_115 16S ribosomal RNA gene, partial sequence",5502,0,1621,99.94,100.0,99.94,100.0,15.13,5500.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356940.1 Uncultured bacterium clone Fe_B_123 16S ribosomal RNA gene, partial sequence",972,0,1489,60.64,61.92,97.94,161.5,3.19,970.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GQ356942.1 Uncultured bacterium clone Fe_B_125 16S ribosomal RNA gene, partial sequence",3384,0,1473,76.85,77.12,99.65,129.67,11.24,3382.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356951.1 Uncultured bacterium clone Fe_B_134 16S ribosomal RNA gene, partial sequence",840,0,1491,75.92,76.12,99.74,131.37,2.62,838.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356971.1 Uncultured bacterium clone FeSO4_B_10 16S ribosomal RNA gene, partial sequence",13680,0,1513,98.15,98.81,99.33,101.2,41.98,13678.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356974.1 Uncultured bacterium clone FeSO4_B_15 16S ribosomal RNA gene, partial sequence",1398,0,1520,87.11,87.83,99.18,113.86,4.44,1396.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356979.1 Uncultured bacterium clone FeSO4_B_164 16S ribosomal RNA gene, partial sequence",1674,0,1473,79.9,80.38,99.41,124.41,5.5,1672.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356985.1 Uncultured bacterium clone FeSO4_B_2 16S ribosomal RNA gene, partial sequence",3960,0,1521,83.96,84.16,99.77,118.83,11.72,3958.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ356992.1 Uncultured bacterium clone FeSO4_B_9 16S ribosomal RNA gene, partial sequence",1340,0,1518,76.02,76.28,99.65,131.09,4.36,1338.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357003.1 Uncultured bacterium clone FeLiveControl_B_20 16S ribosomal RNA gene, partial sequence",764,0,1473,25.73,25.73,100.0,388.65,2.24,762.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357014.1 Uncultured bacterium clone FeOrig_B_104 16S ribosomal RNA gene, partial sequence",1182,0,1479,63.42,63.62,99.68,157.17,4.05,1180.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357018.1 Uncultured bacterium clone FeOrig_B_109 16S ribosomal RNA gene, partial sequence",1172,0,1482,64.57,64.78,99.69,154.38,3.38,1170.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357021.1 Uncultured bacterium clone FeOrig_B_113 16S ribosomal RNA gene, partial sequence",78482,0,1474,99.53,100.07,99.46,99.93,261.2,78480.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357026.1 Uncultured bacterium clone FeOrig_B_118 16S ribosomal RNA gene, partial sequence",952,0,1473,44.74,44.87,99.7,222.84,3.2,950.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357033.1 Uncultured bacterium clone FeOrig_B_125 16S ribosomal RNA gene, partial sequence",52318,0,1518,99.8,100.0,99.8,100.0,148.0,52316.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357037.1 Uncultured bacterium clone FeOrig_B_132 16S ribosomal RNA gene, partial sequence",8200,0,1474,72.66,72.73,99.91,137.5,24.73,8198.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357038.1 Uncultured bacterium clone FeOrig_B_133 16S ribosomal RNA gene, partial sequence",1464,0,1502,51.73,52.4,98.73,190.85,3.95,1462.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357039.1 Uncultured bacterium clone FeOrig_B_134 16S ribosomal RNA gene, partial sequence",2486,0,1473,62.59,63.07,99.25,158.56,8.53,2484.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ357040.1 Uncultured bacterium clone FeOrig_B_136 16S ribosomal RNA gene, partial sequence",3174,0,1540,74.29,74.48,99.74,134.26,9.6,3172.11,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU265979.1 Uncultured bacterium clone Nit2A0626_53 16S ribosomal RNA gene, partial sequence",926,0,1523,38.94,39.07,99.66,255.97,2.91,924.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU570846.1 Uncultured bacterium clone Nit2Au0637_118 16S ribosomal RNA gene, partial sequence",2698,0,1486,80.01,80.55,99.33,124.14,8.27,2696.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU570894.1 Uncultured bacterium clone Nit5Au0613_169 16S ribosomal RNA gene, partial sequence",1952,0,1494,87.68,88.29,99.32,113.27,7.16,1950.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ628203.1 Uncultured bacterium clone Nit2Au0637_338 16S ribosomal RNA gene, partial sequence",1654,0,1472,51.49,52.04,98.96,192.17,5.01,1652.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
