Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"77133|GU553777.1 Uncultured bacterium clone ORI-860-27-P_S101-103_272B02 16S ribosomal RNA gene, partial sequence",1358,4,1493,33.22,33.29,99.8,300.4,3.62,1344.69,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FN820295.1 Uncultured bacterium partial 16S rRNA gene, clone GoC_Bac_13_D1_C0_M0",1172,4,1521,40.3,40.37,99.84,247.72,4.34,1158.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ340928.1 Uncultured bacterium clone EM3L7 lipase gene, complete cds",12406,2,834,97.6,100.0,97.6,100.0,94.02,12398.54,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|FN866058.1 Uncultured archaeon partial 16S rRNA gene, clone O138306E05",508,2,864,39.58,42.01,94.21,238.02,3.82,500.32,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"120965|GQ331256.1 Uncultured planctomycete clone SCS-401-14716-A7 hydrazine oxidoreductase gene, partial cds",512,3,1008,29.76,29.76,100.0,336.0,1.49,503.05,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"120965|GQ331312.1 Uncultured planctomycete clone SCS-525-P090611D-A9 hydrazine oxidoreductase gene, partial cds",844,3,1044,56.42,57.18,98.66,174.87,3.06,834.7,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"120965|GQ331328.1 Uncultured planctomycete clone SCS-525-P090611D-A12-2 hydrazine oxidoreductase gene, partial cds",1028,3,1044,36.59,37.45,97.7,267.01,3.9,1018.69,1e-26,203682,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,
"120965|GQ331331.1 Uncultured planctomycete clone SCS-525-P090611D-A8 hydrazine oxidoreductase gene, partial cds",902,3,1044,48.28,48.95,98.63,204.31,3.16,892.7,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"77133|FN549920.1 Uncultured bacterium partial 16S rRNA gene, clone LARHR_11-01C02",5500,4,1584,42.8,43.06,99.41,232.26,15.12,5485.84,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FN549931.1 Uncultured bacterium partial 16S rRNA gene, clone LARHR_21-01E03FN549979.1 Uncultured bacterium partial 16S rRNA gene, clone LARHR_67-01C09",11218,4,1581,95.95,96.46,99.48,103.67,31.59,11203.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FN550008.1 Uncultured bacterium partial 16S rRNA gene, clone LARIS_1-01A01",109510,4,1581,97.22,97.72,99.48,102.33,326.31,109495.85,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"86473|FM211772.1 Uncultured gamma proteobacterium partial 16S rRNA gene, clone 2C6",1290,4,1540,49.55,51.04,97.07,195.93,4.91,1276.28,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"156588|HQ127102.1 Uncultured Verrucomicrobia bacterium clone L6_H09 16S ribosomal RNA gene, partial sequence",418,1,589,49.24,49.75,98.98,201.02,2.98,412.76,1e-26,156588,Bacteria,unk_k,Verrucomicrobia,unk_c,unk_o,unk_f,unk_g,uncultured Verrucomicrobia bacterium
"77133|HM243883.1 Uncultured bacterium clone HWB2224-2-62 16S ribosomal RNA gene, complete sequence",912,4,1474,23.95,24.9,96.19,401.63,3.47,898.89,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|HM601111.1 Uncultured archaeon clone MC118_29E26 16S ribosomal RNA gene, partial sequence",528,1,497,59.76,59.76,100.0,167.34,4.83,523.57,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM601197.1 Uncultured archaeon clone MC118_31A77 16S ribosomal RNA gene, partial sequenceHM601202.1 Uncultured archaeon clone MC118_31A18 16S ribosomal RNA gene, partial sequenceHM601204.1 Uncultured archaeon clone MC118_31A79 16S ribosomal RNA gene, partial sequence",13532,2,877,73.77,73.89,99.85,135.34,79.66,13524.15,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM601220.1 Uncultured archaeon clone MC118_31C54 16S ribosomal RNA gene, partial sequence",448,2,883,32.96,33.07,99.66,302.4,2.65,440.16,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM601225.1 Uncultured archaeon clone MC118_31D27 16S ribosomal RNA gene, partial sequence",612,2,883,35.9,35.9,100.0,278.55,3.02,604.14,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM601226.1 Uncultured archaeon clone MC118_31D60 16S ribosomal RNA gene, partial sequence",1956,2,883,48.58,49.26,98.62,202.99,12.64,1948.11,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM601244.1 Uncultured archaeon clone MC118_31D7 16S ribosomal RNA gene, partial sequence",2358,2,883,51.64,52.55,98.28,190.3,15.66,2350.11,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"120965|HM851727.1 Uncultured planctomycete clone MONTSERRAT_15_2G hydrazine oxidase (hzo) gene, partial cds",312,1,595,37.48,37.98,98.67,263.27,1.73,306.71,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"115547|HM746604.1 Uncultured archaeon clone MC118_16_27D_ANME-1_(16) McrA (mcrA) gene, partial cds",360,1,479,67.43,71.61,94.17,139.65,3.11,355.73,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|HM746606.1 Uncultured archaeon clone MC118_10_30D_ANME-1_(7) McrA (mcrA) gene, partial cds",1090,1,479,75.99,78.08,97.33,128.07,9.39,1085.72,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HM746608.1 Uncultured archaeon clone MC118_15_30D_ANME-1_(6) McrA (mcrA) gene, partial cds",654,1,479,59.5,60.13,98.96,166.32,4.81,649.72,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM746611.1 Uncultured archaeon clone MC118_31B_15-ANME-1_(5) McrA (mcrA) gene, partial cds",602,1,479,60.75,62.63,97.0,159.67,4.38,597.73,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HM746620.1 Uncultured archaeon clone MC118-26B16-IRD_(7) McrA (mcrA) gene, partial cds",566,1,524,56.49,57.25,98.67,174.67,4.01,561.33,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM746622.1 Uncultured archaeon clone MC118-26B46-IRD_(25) McrA (mcrA) gene, partial cds",958,1,512,64.06,64.26,99.7,155.62,6.79,953.43,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM746634.1 Uncultured archaeon clone MC118-30A42-IRD_(5) McrA (mcrA) gene, partial cds",3374,1,524,81.68,82.44,99.07,121.3,23.42,3369.31,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HM746641.1 Uncultured archaeon clone MC118-30C47-IRD_(41) McrA (mcrA) gene, partial cds",1170,1,512,63.67,63.87,99.69,156.57,9.52,1165.42,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HQ168123.1 Uncultured archaeon clone Abyssal-2 4-hydroxybutyryl-CoA dehydratase (4-hcd) gene, partial cds",1216,2,801,72.91,75.78,96.21,131.96,7.79,1208.85,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|HQ168126.1 Uncultured archaeon clone Abyssal-6 4-hydroxybutyryl-CoA dehydratase (4-hcd) gene, partial cds",680,2,801,73.78,76.53,96.41,130.67,5.32,672.86,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HQ168129.1 Uncultured archaeon clone Abyssal-12 4-hydroxybutyryl-CoA dehydratase (4-hcd) gene, partial cds",404,2,801,57.93,59.55,97.27,167.92,2.63,396.89,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HQ168136.1 Uncultured archaeon clone Abyssal-26 4-hydroxybutyryl-CoA dehydratase (4-hcd) gene, partial cds",4006,2,801,97.38,99.75,97.62,100.25,26.35,3998.84,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR695352.1 Uncultured bacterium partial 16S rRNA gene, clone BactSMTZ_BA6",968,2,888,78.38,79.5,98.58,125.78,5.33,960.08,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"926860|HQ405611.1 Bacterium enrichment culture clone AOM-SR-B22 16S ribosomal RNA gene, partial sequence",944,4,1522,70.3,70.96,99.07,140.93,3.28,930.46,1e-26,926860,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium enrichment culture clone AOM-SR-B22
"926903|HQ405634.1 Bacterium enrichment culture clone AOM-SR-B68 16S ribosomal RNA gene, partial sequence",586,2,946,47.67,48.31,98.69,207.0,3.17,577.59,1e-26,926903,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium enrichment culture clone AOM-SR-B68
"77133|HQ434828.1 Uncultured bacterium clone PC500-1B94 16S ribosomal RNA gene, partial sequence",404,2,709,40.76,42.31,96.33,236.33,2.96,397.7,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"3818|HQ537457.1 Arachis hypogaea cultivar Huayu22 18S ribosomal RNA gene, partial sequence",3514,3,1180,81.02,81.27,99.69,123.04,15.52,3503.45,1e-26,3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
"77133|HQ588368.1 Uncultured bacterium clone AMSMV-0-B64 16S ribosomal RNA gene, partial sequence",714,4,1394,32.86,33.21,98.92,301.08,2.52,701.62,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588470.1 Uncultured bacterium clone AMSMV-5-B57 16S ribosomal RNA gene, partial sequence",2268,4,1408,52.77,53.12,99.33,188.24,7.0,2255.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588474.1 Uncultured bacterium clone AMSMV-5-B62 16S ribosomal RNA gene, partial sequence",3102,4,1436,59.54,59.61,99.88,167.76,9.4,3089.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588481.1 Uncultured bacterium clone AMSMV-5-B71 16S ribosomal RNA gene, partial sequence",760,4,1410,37.02,37.23,99.43,268.57,3.13,747.47,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588488.1 Uncultured bacterium clone AMSMV-10-B6 16S ribosomal RNA gene, partial sequence",2160,4,1369,56.17,56.54,99.35,176.87,10.04,2147.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588530.1 Uncultured bacterium clone AMSMV-15-B5 16S ribosomal RNA gene, partial sequence",7378,4,1412,79.25,79.32,99.91,126.07,25.48,7365.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588555.1 Uncultured bacterium clone AMSMV-15-B78 16S ribosomal RNA gene, partial sequence",19618,4,1529,95.81,96.6,99.19,103.52,59.66,19604.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588605.1 Uncultured bacterium clone AMSMV-25-B73 16S ribosomal RNA gene, partial sequence",902,4,1415,50.88,53.71,94.74,186.18,4.41,889.41,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|HQ588621.1 Uncultured bacterium clone AMSMV-30-B31 16S ribosomal RNA gene, partial sequence",1334,4,1417,58.93,59.42,99.17,168.29,4.69,1321.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|AB540930.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: SiteA-2-5-2A",632,2,912,25.44,25.88,98.31,386.44,3.35,623.88,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HQ838191.1 Uncultured bacterium clone 24_s80_c01_T260_s25_c08_385_1.00 16S ribosomal RNA gene, partial sequence",142,0,233,80.69,83.69,96.41,119.49,4.38,139.93,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HQ174949.1 Uncultured bacterium clone CRE-MAT-5 16S ribosomal RNA gene, partial sequence",666,2,903,36.32,37.21,97.62,268.75,4.74,657.96,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HQ721341.1 Uncultured bacterium clone SPG12_401_411_B97 16S ribosomal RNA gene, partial sequence",890,4,1402,38.87,41.3,94.13,242.14,4.28,877.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|HM576683.1 Uncultured bacterium clone Chap_PS3_7807 dissimilatory sulfite reductase alpha subunit-like (dsrA) gene, partial sequence",786,1,579,84.46,85.15,99.19,117.44,5.7,780.83,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HM576688.1 Uncultured bacterium clone Chap_PS3_7819 dissimilatory sulfite reductase alpha subunit-like (dsrA) gene, partial sequence",20918,1,579,97.93,100.0,97.93,100.0,194.35,20912.82,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM576697.1 Uncultured bacterium clone Chap_PS3_7847 dissimilatory sulfite reductase alpha subunit-like (dsrA) gene, partial sequence",834,1,577,97.57,100.0,97.57,100.0,7.45,828.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM576728.1 Uncultured bacterium clone Chap_PS3_7939 dissimilatory sulfite reductase alpha subunit-like (dsrA) gene, partial sequence",1780,1,579,94.47,95.51,98.92,104.7,13.47,1774.82,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HM562913.1 Uncultured bacterium clone Chap_PS2_54 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",2188,1,579,53.71,55.44,96.88,180.37,16.74,2182.82,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM562932.1 Uncultured bacterium clone Chap_PS2_85 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",5452,1,579,88.08,90.85,96.96,110.08,52.18,5446.82,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM562939.1 Uncultured bacterium clone Chap_PS2_13 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",960,1,579,72.37,73.92,97.9,135.28,8.29,954.83,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM562963.1 Uncultured bacterium clone Chap_PS2_47 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",6522,1,579,86.01,88.43,97.27,113.09,62.43,6516.82,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM576742.1 Uncultured bacterium clone Chap_PS4_6048 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",496,1,575,61.57,62.96,97.79,158.84,4.53,490.88,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM576778.1 Uncultured bacterium clone Chap_PS4_6142 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",1144,1,577,86.31,90.81,95.04,110.11,9.36,1138.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"100272|GU823861.1 Uncultured eukaryote clone AB3F14RJ12A01 18S ribosomal RNA gene, partial sequence",726,3,1260,23.81,23.81,100.0,420.0,2.62,714.8,1e-26,100272,Eukaryota,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured eukaryote
"9606|AC242679.3 Homo sapiens FOSMID clone ABC14-948314L3 from chromosome 4, complete sequence",170442,98,33125,75.17,78.27,96.04,127.76,19.38,170145.82,1e-26,9604,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,,
"115547|JF268328.1 Uncultured archaeon clone New_Zealand_cold_seep_clone_NZ_309_Arch18 16S ribosomal RNA gene, partial sequence",1874,4,1368,43.2,43.35,99.66,230.69,7.31,1861.79,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|JF268337.1 Uncultured archaeon clone New_Zealand_cold_seep_clone_NZ_309_Arch75 16S ribosomal RNA gene, partial sequence",8186,4,1368,55.77,55.77,100.0,179.29,25.87,8173.76,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|FN675649.1 Uncultured bacterium partial 16S rRNA gene, clone HA7-ARC-C99",570,1,586,76.96,78.67,97.83,127.11,6.66,564.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HQ454446.1 Uncultured archaeon clone C05b methyl coenzyme M reductase subunit A (mcrA) gene, partial cds",2612,2,769,87.39,88.82,98.39,112.59,10.89,2605.12,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HQ454458.1 Uncultured archaeon clone F01b methyl coenzyme M reductase subunit A (mcrA) gene, partial cds",416,2,769,38.49,38.75,99.33,258.05,1.96,409.17,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|FR798190.1 Uncultured bacterium partial 16S rRNA gene, clone AMV-S3569",844,2,844,70.97,71.09,99.83,140.67,4.62,836.48,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR851494.1 Uncultured bacterium partial 16S rRNA gene, clone Ca06 19",708,2,990,41.21,42.73,96.45,234.04,4.72,699.19,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR851802.1 Uncultured bacterium genomic DNA containing ITS1, clone Ca07_ITS 61",8730,1,631,35.66,37.08,96.15,269.66,8.28,8724.35,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JF780819.1 Uncultured bacterium clone MHsed_0061 16S ribosomal RNA gene, partial sequence",490,1,614,47.39,48.86,97.0,204.67,3.42,484.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"407031|HQ188925.1 Uncultured Desulfoarculaceae bacterium clone BS_Apr1 adenosine-5'-phosphosulfate (APS) reductase beta subunit (aprB) gene, complete cds; and adenosine-5'-phosphosulfate (APS) reductase alpha subunit (aprA) gene, partial cds",19720,7,2358,55.47,58.65,94.58,170.5,53.89,19698.9,1e-26,213122,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfoarculaceae,,
"407031|HQ188926.1 Uncultured Desulfoarculaceae bacterium clone BS_Apr2 adenosine-5'-phosphosulfate (APS) reductase beta subunit (aprB) gene, complete cds; and adenosine-5'-phosphosulfate (APS) reductase alpha subunit (aprA) gene, partial cds",47858,7,2353,89.63,95.96,93.4,104.21,126.62,47836.94,1e-26,213122,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfoarculaceae,,
"407031|HQ188927.1 Uncultured Desulfoarculaceae bacterium clone BS_Apr3 adenosine-5'-phosphosulfate (APS) reductase beta subunit (aprB) gene, complete cds; and adenosine-5'-phosphosulfate (APS) reductase alpha subunit (aprA) gene, partial cds",11256,7,2354,74.68,80.33,92.97,124.48,28.58,11234.95,1e-26,213122,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfoarculaceae,,
"407031|HQ188929.1 Uncultured Desulfoarculaceae bacterium clone BS_Apr5 adenosine-5'-phosphosulfate (APS) reductase beta subunit (aprB) gene, complete cds; and adenosine-5'-phosphosulfate (APS) reductase alpha subunit (aprA) gene, partial cds",2144,6,2332,26.67,28.99,92.01,344.97,7.11,2123.22,1e-26,213122,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfoarculaceae,,
"115547|AB561325.1 Uncultured archaeon gene for 16S ribosomal RNA, partial sequence, clone: SBC23BA040",742,1,454,59.47,59.69,99.63,167.53,7.16,737.95,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB561287.1 Uncultured archaeon gene for 16S ribosomal RNA, partial sequence, clone: SBWG405A045",392,1,602,49.83,49.83,100.0,200.67,2.99,386.64,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JF506041.1 Uncultured bacterium clone JC-DSH1-1 16S ribosomal RNA gene, partial sequence",362,1,600,40.83,40.83,100.0,244.9,3.5,356.66,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JF332504.1 Uncultured bacterium clone A220 16S ribosomal RNA gene, partial sequence",264,1,434,67.74,67.74,100.0,147.62,2.76,260.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JF767425.1 Uncultured bacterium clone B7D 16S ribosomal RNA gene, partial sequence",728,2,896,32.59,33.48,97.33,298.67,4.69,720.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JF980997.1 Uncultured bacterium clone Marsh_0_274 16S ribosomal RNA gene, partial sequence",664,1,500,67.6,70.2,96.3,142.45,8.6,659.54,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|HM598231.1 Uncultured bacterium clone SCS_HX36_128 16S ribosomal RNA gene, partial sequence",2990,4,1471,64.17,64.24,99.89,155.66,10.13,2976.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ715682.1 Uncultured bacterium clone F9P41300_R_E12 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence",1812,3,1208,75.0,76.41,98.16,130.88,9.59,1801.22,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JN123504.1 Uncultured bacterium clone ORI-860-02-P_S221-223_024B04 16S ribosomal RNA gene, partial sequence",2364,4,1428,85.5,86.9,98.39,115.07,9.1,2351.25,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JN104840.1 Uncultured bacterium clone BSTSG-18 16S ribosomal RNA gene, partial sequence",656,2,770,37.92,38.96,97.33,256.67,4.29,649.14,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"651141|JF924749.1 Uncultured thaumarchaeote clone 08CF7SA-46 ammonia monooxygenase subunit A (amoA) gene, partial cds",546,1,631,46.75,47.54,98.33,210.33,3.33,540.38,1e-26,651137,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,
"651141|JF924755.1 Uncultured thaumarchaeote clone 08CF7SA-52 ammonia monooxygenase subunit A (amoA) gene, partial cds",554,1,632,47.31,47.47,99.67,210.67,2.85,548.37,1e-26,651141,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured Thaumarchaeota archaeon
"651141|JF924771.1 Uncultured thaumarchaeote clone CF5SA-11 ammonia monooxygenase subunit A (amoA) gene, partial cds",446,1,631,47.39,47.54,99.67,210.33,2.85,440.38,1e-26,651141,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured Thaumarchaeota archaeon
"651141|JF923953.1 Uncultured thaumarchaeote clone 702A-11 ammonia monooxygenase subunit A (amoA) gene, partial cds",598,1,632,44.15,44.3,99.64,225.71,4.24,592.37,1e-26,651141,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured Thaumarchaeota archaeon
"77133|JF495335.1 Uncultured bacterium clone NSED2_43 16S ribosomal RNA gene, partial sequence",1578,4,1547,24.24,24.31,99.73,411.44,5.27,1564.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN230077.1 Uncultured bacterium clone 1H3M_21 16S ribosomal RNA gene, partial sequence",826,4,1475,28.0,28.47,98.33,351.19,2.44,812.89,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"263865|HQ711394.1 Uncultured candidate division JS1 bacterium clone slm_bac_210 16S ribosomal RNA gene, partial sequence",5760,4,1549,28.21,28.53,98.87,350.45,18.58,5746.15,1e-26,263865,Bacteria,unk_k,Atribacterota,unk_c,unk_o,unk_f,unk_g,uncultured Atribacterota bacterium
"263865|HQ711398.1 Uncultured candidate division JS1 bacterium clone slm_bac_50 16S ribosomal RNA gene, partial sequence",2282,4,1578,30.35,31.05,97.76,322.04,5.68,2267.91,1e-26,67818,Bacteria,unk_k,Atribacterota,unk_c,unk_o,unk_f,unk_g,
