Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"91357|AF118019.1 Pseudoalteromonas sp. RE10F/5 16S ribosomal RNA gene, partial sequence",1244,7,1497,47.76,47.83,99.86,209.08,3.76,1220.81,1e-26,91357,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. RE10F/5
"77133|HQ588483.1 Uncultured bacterium clone AMSMV-10-B1 16S ribosomal RNA gene, partial sequence",1744,7,1366,75.18,75.55,99.52,132.36,5.79,1722.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588488.1 Uncultured bacterium clone AMSMV-10-B6 16S ribosomal RNA gene, partial sequence",26358,7,1369,98.98,99.2,99.78,100.81,99.18,26336.63,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588491.1 Uncultured bacterium clone AMSMV-10-B10 16S ribosomal RNA gene, partial sequence",1530,7,1417,85.18,85.25,99.92,117.3,5.08,1508.01,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588495.1 Uncultured bacterium clone AMSMV-10-B14 16S ribosomal RNA gene, partial sequence",2200,7,1367,98.24,98.54,99.7,101.48,7.42,2178.74,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588498.1 Uncultured bacterium clone AMSMV-10-B20 16S ribosomal RNA gene, partial sequence",1202,7,1417,79.89,80.1,99.74,124.85,4.02,1180.05,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588504.1 Uncultured bacterium clone AMSMV-10-B29 16S ribosomal RNA gene, partial sequence",8030,7,1355,99.78,100.0,99.78,100.0,29.37,8008.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588527.1 Uncultured bacterium clone AMSMV-10-B69 16S ribosomal RNA gene, partial sequence",6154,7,1369,98.17,98.54,99.63,101.48,24.13,6132.65,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588548.1 Uncultured bacterium clone AMSMV-15-B63 16S ribosomal RNA gene, partial sequence",1708,7,1413,39.99,40.34,99.12,247.89,6.87,1686.06,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588552.1 Uncultured bacterium clone AMSMV-15-B71 16S ribosomal RNA gene, partial sequence",14422,7,1461,99.59,100.0,99.59,100.0,49.84,14399.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588555.1 Uncultured bacterium clone AMSMV-15-B78 16S ribosomal RNA gene, partial sequence",6680,7,1529,79.53,80.18,99.18,124.71,20.42,6656.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588586.1 Uncultured bacterium clone AMSMV-20-B68 16S ribosomal RNA gene, partial sequence",4484,7,1519,95.79,95.98,99.79,104.18,13.73,4460.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588600.1 Uncultured bacterium clone AMSMV-25-B37 16S ribosomal RNA gene, partial sequence",10380,7,1404,99.5,100.0,99.5,100.0,37.94,10358.09,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588629.1 Uncultured bacterium clone AMSMV-30-B67 16S ribosomal RNA gene, partial sequence",740,7,1418,83.07,83.57,99.41,119.66,2.75,718.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|HQ588666.1 Uncultured archaeon clone AMSMV-15-A24 16S ribosomal RNA gene, partial sequence",918,6,1344,31.85,32.07,99.3,311.83,2.91,897.22,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HQ588674.1 Uncultured archaeon clone AMSMV-20-A37 16S ribosomal RNA gene, partial sequence",2436,7,1456,75.34,75.34,100.0,132.73,8.11,2413.35,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HQ588680.1 Uncultured archaeon clone AMSMV-25-A21 16S ribosomal RNA gene, partial sequence",2094,7,1450,68.9,69.03,99.8,144.86,6.76,2071.46,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|AB540896.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SiteA-1-2-86B",1908,4,907,92.72,92.94,99.76,107.59,10.25,1893.88,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HM576688.1 Uncultured bacterium clone Chap_PS3_7819 dissimilatory sulfite reductase alpha subunit-like (dsrA) gene, partial sequence",2488,3,579,97.75,100.0,97.75,100.0,23.47,2478.97,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM562918.1 Uncultured bacterium clone Chap_PS2_60 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",798,3,579,96.2,98.1,98.06,101.94,7.59,789.0,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HM562927.1 Uncultured bacterium clone Chap_PS2_75 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",8912,3,579,98.45,100.0,98.45,100.0,80.69,8902.96,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HM562963.1 Uncultured bacterium clone Chap_PS2_47 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",750,3,579,77.72,78.76,98.68,126.97,7.25,741.0,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HM576777.1 Uncultured bacterium clone Chap_PS4_6140 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",1042,3,578,96.02,100.0,96.02,100.0,9.6,1033.01,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|HM576798.1 Uncultured bacterium clone Chap_PS4_6196 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",550,2,574,66.72,70.21,95.04,142.43,5.73,541.1,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|HM576811.1 Uncultured bacterium clone Chap_PS4_6224 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",2032,3,577,84.23,88.39,95.29,113.14,19.6,2023.01,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|JF268328.1 Uncultured archaeon clone New_Zealand_cold_seep_clone_NZ_309_Arch18 16S ribosomal RNA gene, partial sequence",6858,7,1368,95.18,95.18,100.0,105.07,25.01,6836.66,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HQ454434.1 Uncultured archaeon clone A05b methyl coenzyme M reductase subunit A (mcrA) gene, partial cdsHQ454448.1 Uncultured archaeon clone D02b methyl coenzyme M reductase subunit A (mcrA) gene, partial cds",4316,4,775,97.42,100.0,97.42,100.0,24.74,4303.91,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HQ454472.1 Uncultured archaeon clone H06b methyl coenzyme M reductase subunit A (mcrA) gene, partial cds",1844,4,775,82.71,83.35,99.23,119.97,8.51,1831.93,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|HQ454473.1 Uncultured archaeon clone A07b methyl coenzyme M reductase subunit A (mcrA) gene, partial cds",1032,4,775,70.71,73.42,96.31,136.2,6.56,1019.96,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR798073.1 Uncultured bacterium partial 16S rRNA gene, clone AMV-S3373",1390,3,597,67.67,67.84,99.75,147.41,8.36,1380.7,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR851802.1 Uncultured bacterium genomic DNA containing ITS1, clone Ca07_ITS 61",2776,3,631,25.52,26.15,97.58,382.42,1.66,2766.16,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR851842.1 Uncultured bacterium genomic DNA containing ITS1, clone Si07_ITS 71",404,3,640,55.94,63.59,87.96,157.25,3.53,394.11,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,,,
"77133|JF775636.1 Uncultured bacterium clone S42 16S ribosomal RNA gene, partial sequence",1064,7,1499,27.62,29.22,94.52,342.24,3.61,1040.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"407031|HQ188926.1 Uncultured Desulfoarculaceae bacterium clone BS_Apr2 adenosine-5'-phosphosulfate (APS) reductase beta subunit (aprB) gene, complete cds; and adenosine-5'-phosphosulfate (APS) reductase alpha subunit (aprA) gene, partial cds",2882,12,2353,80.24,84.74,94.68,118.0,7.67,2845.46,1e-26,213122,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfoarculaceae,,
"77133|HM598231.1 Uncultured bacterium clone SCS_HX36_128 16S ribosomal RNA gene, partial sequence",4532,7,1471,99.05,99.73,99.32,100.27,14.5,4509.08,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ715602.1 Uncultured bacterium clone F9P41000_R_G03 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence",768,6,1278,23.16,24.49,94.57,408.31,1.81,748.27,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JF706171.1 Uncultured bacterium clone inoc Lieshout clone 1 16S ribosomal RNA gene, partial sequence",262,2,416,86.78,90.14,96.27,110.93,2.8,255.57,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JF495335.1 Uncultured bacterium clone NSED2_43 16S ribosomal RNA gene, partial sequence",1754,8,1547,45.38,46.02,98.6,217.28,5.76,1729.98,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JF495359.1 Uncultured bacterium clone NSED2_130 16S ribosomal RNA gene, partial sequence",920,5,1044,55.94,56.13,99.66,178.16,4.1,903.82,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"317584|HQ328551.1 Vibrio midae strain SY9 alginate lyase (alyVMI) gene, complete cds",2430,11,2166,70.78,71.24,99.35,140.38,4.49,2396.38,1e-26,317584,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio midae
"317584|HQ328553.1 Vibrio midae strain SY9 alginate lyase (alyVMIII) gene, partial cds",728,7,1452,59.16,59.5,99.42,168.06,2.03,705.63,1e-26,317584,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio midae
"317584|HQ328554.1 Vibrio midae strain SY9 alginate lyase precursor (alyVMIV) gene, complete cds",1012,8,1566,67.56,67.69,99.81,147.74,2.29,987.8,1e-26,317584,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio midae
"676241|FN554110.1 Uncultured sediment bacterium 16S rRNA gene, clone 263-30",3290,7,1459,84.1,86.09,97.69,116.16,10.83,3267.28,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"29281|HQ700683.1 Uncultured crenarchaeote clone slm_arc_500 16S ribosomal RNA gene, partial sequence",916,7,1459,36.33,36.46,99.62,274.25,2.94,893.46,1e-26,29281,Archaea,unk_k,Crenarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured crenarchaeote
"263865|HQ711394.1 Uncultured candidate division JS1 bacterium clone slm_bac_210 16S ribosomal RNA gene, partial sequence",3966,8,1549,35.89,36.15,99.29,276.61,12.6,3941.87,1e-26,263865,Bacteria,unk_k,Atribacterota,unk_c,unk_o,unk_f,unk_g,uncultured Atribacterota bacterium
"213663|HQ711397.1 Uncultured Deferribacteres bacterium clone slm_bac_40 16S ribosomal RNA gene, partial sequence",3450,7,1527,92.86,93.65,99.16,106.78,12.82,3426.22,1e-26,213663,Bacteria,unk_k,Deferribacteres,Deferribacteres,unk_o,unk_f,unk_g,uncultured Deferribacteres bacterium
"663|JF930469.1 Vibrio alginolyticus strain LMG 23870 actin-like cytoskeleton protein (mreB) gene, partial cds",1216,4,931,98.28,98.5,99.78,101.53,5.11,1201.54,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|JF930470.1 Vibrio alginolyticus strain V013 actin-like cytoskeleton protein (mreB) gene, partial cdsJF930471.1 Vibrio alginolyticus strain V014 actin-like cytoskeleton protein (mreB) gene, partial cdsJF930472.1 Vibrio alginolyticus strain V056 actin-like cytoskeleton protein (mreB) gene, partial cdsJF930473.1 Vibrio alginolyticus strain V058 actin-like cytoskeleton protein (mreB) gene, partial cds",1728,4,931,92.8,92.8,100.0,107.75,7.04,1713.51,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|JF930475.1 Vibrio alginolyticus strain W047 actin-like cytoskeleton protein (mreB) gene, partial cds",518,4,931,43.39,43.72,99.26,228.75,2.22,503.64,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|JN683981.1 Uncultured bacterium clone M2_56_F2 16S ribosomal RNA gene, partial sequence",1668,7,1501,86.34,86.41,99.92,115.73,4.95,1644.7,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN805657.1 Uncultured bacterium clone A-58 16S ribosomal RNA gene, partial sequence",1418,5,1050,49.33,49.81,99.04,200.76,6.3,1401.68,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"244328|JQ012294.1 Uncultured Clostridia bacterium clone wn63 16S ribosomal RNA gene, partial sequence",1678,4,942,46.39,52.76,87.93,189.54,12.25,1663.34,1e-26,186801,Bacteria,unk_k,Firmicutes,Clostridia,unk_o,,,
"155900|JN476012.1 Uncultured organism clone SBYS_5317 16S ribosomal RNA gene, partial sequence",924,7,1445,88.3,95.92,92.06,104.26,4.46,901.67,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|JN487689.1 Uncultured organism clone SBYX_2379 16S ribosomal RNA gene, partial sequence",832,7,1452,48.21,51.1,94.34,195.69,3.07,809.59,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|JN488881.1 Uncultured organism clone SBYX_4074 16S ribosomal RNA gene, partial sequence",1200,7,1421,55.38,59.32,93.36,168.56,4.88,1177.99,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|JN511529.1 Uncultured organism clone SBZF_4473 16S ribosomal RNA gene, partial sequence",1092,7,1410,69.22,75.46,91.73,132.52,5.23,1070.17,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JN977295.1 Uncultured bacterium clone A5-074 16S ribosomal RNA gene, partial sequence",990,7,1499,40.96,41.16,99.51,242.95,3.0,966.83,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN977367.1 Uncultured bacterium clone B5-065 16S ribosomal RNA gene, partial sequence",992,7,1494,93.57,94.65,98.87,105.66,3.59,968.91,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|JF950261.1 Uncultured sulfate-reducing bacterium clone NSED_DSR_90 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",1730,4,812,97.78,100.0,97.78,100.0,11.15,1717.36,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"86473|AB643578.1 Uncultured gamma proteobacterium DNA, bisucaberin biosynthetic gene cluster, complete cds",14790,40,7694,95.24,96.82,98.38,103.29,8.84,14670.26,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"77133|JQ032429.1 Uncultured bacterium clone AND_GV0309_IH8.1_3S1 16S ribosomal RNA gene, partial sequence",974,6,1195,52.47,53.14,98.74,188.19,3.76,955.49,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ257882.1 Uncultured bacterium clone KJ-UB-125 16S ribosomal RNA gene, partial sequence",770,4,894,63.09,63.65,99.12,157.12,3.85,756.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|JQ015335.1 Vibrio alginolyticus strain B840 RpoD (rpoD) gene, partial cds",818,4,796,94.1,94.1,100.0,106.28,4.84,805.65,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"991135|JN704424.1 Uncultured candidate division NC10 bacterium clone 1-3 16S ribosomal RNA gene, partial sequenceKC341235.1 Uncultured candidate division NC10 bacterium clone JXP-1-3 16S ribosomal RNA gene, partial sequence",352,2,459,69.5,72.77,95.51,137.43,3.21,344.9,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|JN704444.1 Uncultured candidate division NC10 bacterium clone 5-10 16S ribosomal RNA gene, partial sequenceKC341241.1 Uncultured candidate division NC10 bacterium clone JXP-5-10 16S ribosomal RNA gene, partial sequence",1494,2,460,82.61,83.91,98.45,119.17,13.44,1486.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|JN704459.1 Uncultured candidate division NC10 bacterium clone 7-15 16S ribosomal RNA gene, partial sequence",346,2,460,66.09,67.61,97.75,147.91,3.16,338.88,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"77133|JN798881.1 Uncultured bacterium clone UBM1B80_20 16S ribosomal RNA gene, partial sequence",556,4,916,48.8,49.02,99.55,204.01,2.86,541.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN789079.1 Uncultured bacterium clone 48Hi70 integrase (intI) gene, partial cds",1780,2,404,96.29,100.0,96.29,100.0,20.53,1773.7,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JN789123.1 Uncultured bacterium clone 48HIT55 integrase (intI) gene, partial cds",888,3,660,78.79,84.7,93.02,118.07,10.15,877.74,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"120965|JQ580004.1 Uncultured planctomycete clone FII-AN063 16S ribosomal RNA gene, partial sequence",808,7,1507,81.22,84.01,96.68,119.04,2.85,784.76,1e-26,203682,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,
"115547|JF937855.1 Uncultured archaeon clone 4486DSRnest_107 DsrA (dsrA) and DsrB (dsrB) genes, partial cds",1356,5,1086,59.3,61.05,97.13,163.8,5.81,1339.13,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1163748|FO203363.1 Marinobacter hydrocarbonoclasticus str. ATCC 49840 chromosome, complete genome",8032136,20579,3989480,82.87,84.19,98.44,118.78,9.55,7970606.75,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"153939|JN798934.1 Uncultured sulfate-reducing bacterium clone UBM1D80.63 dissimilatory sulfite reductase alpha subunit (dsrA) and dissimilatory sulfite reductase beta subunit (dsrB) genes, partial cds",5838,10,1940,74.69,80.77,92.47,123.8,22.13,5807.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1179890|JQ598483.1 Vibrio sp. K4Ma2_071 uridylate kinase (pyrH) gene, partial cdsJQ598484.1 Vibrio sp. K8Ma1_088 uridylate kinase (pyrH) gene, partial cdsJQ598485.1 Vibrio sp. K9K2_093 uridylate kinase (pyrH) gene, partial cds",336,2,445,99.1,100.0,99.1,100.0,2.91,329.11,1e-26,1179890,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. K4Ma2_071
"683153|JQ684230.1 Chryseomicrobium imtechense strain HWG-A7 16S ribosomal RNA gene, partial sequence",2064,7,1519,32.59,34.89,93.4,286.6,6.2,2040.4,1e-26,186818,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
"115547|JQ989446.1 Uncultured archaeon clone ORI-902A-09-P_S128-130_093A13 16S ribosomal RNA gene, partial sequence",4142,7,1420,86.41,86.62,99.76,115.45,13.55,4119.87,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JQ989518.1 Uncultured bacterium clone ORI-902A-09-P_S008-010_091B05 16S ribosomal RNA gene, partial sequence",1402,6,1292,57.66,58.36,98.81,171.35,5.01,1381.95,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ989590.1 Uncultured bacterium clone ORIII-1368-96D-G_S100-102_96D2B05 16S ribosomal RNA gene, partial sequence",2502,7,1507,95.82,97.08,98.7,103.01,8.4,2478.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ989603.1 Uncultured bacterium clone ORIII-1368-96D-G_S150-152_96D3B10 16S ribosomal RNA gene, partial sequence",1274,7,1462,45.76,46.31,98.82,215.95,4.07,1251.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ989856.1 Uncultured bacterium clone ORIII-1368-22-G_S188-190_224B01 16S ribosomal RNA gene, partial sequence",12742,8,1540,43.31,43.64,99.26,229.17,40.38,12717.97,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ990019.1 Uncultured bacterium clone ORI-860-25-P_S068-070_253Bdgge77 16S ribosomal RNA gene, partial sequence",718,2,564,74.65,74.82,99.76,133.65,5.32,709.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ990026.1 Uncultured bacterium clone ORI-860-25-P_S101-103_254Bdgge86 16S ribosomal RNA gene, partial sequence",4534,2,551,97.1,98.73,98.35,101.29,30.66,4525.4,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|JN107485.1 Uncultured archaeon clone SWA70 16S ribosomal RNA gene, partial sequence",352,3,648,91.51,93.21,98.18,107.28,3.17,342.01,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|JQ816061.1 Uncultured archaeon clone MD-178-10-3263C_T6N-G_S450_09A11 16S ribosomal RNA gene, partial sequence",9306,7,1399,99.36,99.36,100.0,100.65,36.8,9284.17,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JQ816170.1 Uncultured bacterium clone MD-178-10-3263C_T6N-G_S150_03B07 16S ribosomal RNA gene, partial sequence",13946,7,1488,99.87,100.0,99.87,100.0,41.0,13922.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ816249.1 Uncultured bacterium clone MD-178-10-3263C_T6N-G_S450_09B04 16S ribosomal RNA gene, partial sequence",784,7,1438,74.48,75.59,98.53,132.29,3.07,761.82,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ816404.1 Uncultured bacterium clone MD-178-10-3290_K8B-P_S135_01B07 16S ribosomal RNA gene, partial sequence",2000,7,1388,87.54,88.11,99.35,113.49,7.09,1978.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|JQ816545.1 Uncultured archaeon clone MD-178-10-3277_KP5-5-P_S1650_11A01 16S ribosomal RNA gene, partial sequence",1734,7,1430,93.78,94.06,99.7,106.32,6.06,1711.79,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JQ816719.1 Uncultured bacterium clone MD-178-10-3277_KP5-5-P_S1650_11B03 16S ribosomal RNA gene, partial sequence",2372,7,1512,46.03,46.16,99.71,216.62,6.94,2348.49,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|JQ816864.1 Uncultured archaeon clone MD-178-10-3292_KP6-2N-P_S300_02A19 16S ribosomal RNA gene, partial sequence",2602,7,1430,36.92,36.92,100.0,270.83,7.86,2579.75,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JQ816888.1 Uncultured bacterium clone MD-178-10-3292_KP6-2N-P_S300_02B04 16S ribosomal RNA gene, partial sequence",1602,7,1481,83.66,85.08,98.33,117.54,6.11,1579.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JQ816893.1 Uncultured bacterium clone MD-178-10-3292_KP6-2N-P_S300_02B09 16S ribosomal RNA gene, partial sequenceJQ816902.1 Uncultured bacterium clone MD-178-10-3292_KP6-2N-P_S300_02B18 16S ribosomal RNA gene, partial sequence",2418,7,1493,70.4,71.0,99.15,140.85,8.04,2394.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ817183.1 Uncultured bacterium clone MD-178-10-3293_KP7N-P_S1800_12B14 16S ribosomal RNA gene, partial sequence",1910,7,1438,64.88,67.18,96.58,148.86,7.15,1887.66,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX000654.1 Uncultured bacterium clone ORI-934-19-3-P_S208-210_19-35B03 16S ribosomal RNA gene, partial sequence",14182,7,1497,98.46,98.53,99.93,101.49,42.19,14158.64,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
