Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175245|KX176119.1 Uncultured fungus clone Otu1796 internal transcribed spacer 1 and 5.8S ribosomal RNA gene, partial sequence",150,1,206,97.57,97.57,100,102.49,2.93,145.19,1.00E-26,175245,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured fungus
"358574|AB750507.1 Uncultured microorganism DNA, gene cassette 73Cas.GasHyd.GC.1, gene cassette 73Cas.GasHyd.GC.2, complete sequence, clone: 73Cas.GasHyd.GC",3968,15,1907,87.15,88.52,98.46,112.97,11.94,3923.02,1.00E-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|AB750523.1 Uncultured microorganism DNA, gene cassette 89Cas.GasHyd.GC.1, complete sequence, clone: 89Cas.GasHyd.GC.1",786,8,1085,51.15,53.09,96.35,188.37,3.85,760.65,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|AB750554.1 Uncultured microorganism DNA, gene cassette 120Cas.GasHyd.GC.1, complete sequence, clone: 120Cas.GasHyd.GC.1",516,7,930,38.49,39.78,96.76,251.35,3.23,494.37,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"29497|JX455828.1 Vibrio hemicentroti strain AlyHP32 rod shape-determining protein (mreB) gene, partial cds",58222,7,912,94.41,98.68,95.67,101.33,322.41,58200.38,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"77133|JX504334.1 Uncultured bacterium clone bac180c 16S ribosomal RNA gene, partial sequence",1412,12,1553,34.84,35.87,97.13,278.82,4.39,1375.61,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JN884845.1 Uncultured bacterium clone NZ_45_Bac_41 16S ribosomal RNA gene, partial sequence",438,6,860,45.35,45.35,100,220.51,2.79,418.03,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|JN884896.1 Uncultured archaeon clone NZ_78_Arch_32 16S ribosomal RNA gene, partial sequence",946,6,817,36.6,36.72,99.67,272.33,4.77,926.81,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JN884982.1 Uncultured bacterium clone NZ_78_Bac_71 16S ribosomal RNA gene, partial sequence",626,7,920,32.61,32.61,100,306.67,4.54,604.52,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|JN885011.1 Uncultured archaeon clone NZ_315_Arch_57 16S ribosomal RNA gene, partial sequence",400,6,795,37.74,37.74,100,265,2.64,381.54,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|JN885014.1 Uncultured archaeon clone NZ_315_Arch_81 16S ribosomal RNA gene, partial sequence",512,6,798,56.52,56.64,99.78,176.55,3.38,493.39,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JN885060.1 Uncultured bacterium clone NZ_315_Bac78 16S ribosomal RNA gene, partial sequence",516,6,800,69.88,70.38,99.29,142.1,3.97,497.34,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ375225.2 Uncultured bacterium clone MD15g12_2118 16S ribosomal RNA gene, partial sequence",1120,6,785,70.83,74.78,94.72,133.73,11.08,1101.53,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JQ380849.2 Uncultured bacterium clone MD10e1_1662 16S ribosomal RNA gene, partial sequence",690,5,754,50.8,51.06,99.48,195.84,4.38,672.33,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
670|JQ863075.1 Vibrio parahaemolyticus strain 1408 serogroup O11 O serogroup genetic determinant region genomic sequence,21786,179,22732,30.68,30.79,99.63,324.74,4.07,21253,1.00E-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
670|JQ863077.1 Vibrio parahaemolyticus strain 20579 serogroup O9 O serogroup genetic determinant region genomic sequence,248954,121,15387,58.87,60.54,97.25,165.19,92.45,248589.54,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
670|JQ863081.1 Vibrio parahaemolyticus strain 20578 serogroup O8 O serogroup genetic determinant region genomic sequence,112120,123,15663,27.7,28.12,98.5,355.65,39.97,111749.27,1.00E-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
1202494|HE863791.1 Bacterium symbiont of Thyasira sp. Guiness partial 23S rRNA gene,1290,9,1208,68.87,72.85,94.55,137.27,7.08,1261.64,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1202496|HE863796.1 Bacterium symbiont of Acharax sp. Guiness partial 23S rRNA gene,900,8,1082,77.63,80.41,96.55,124.37,5.56,874.67,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HE998889.1 Uncultured bacterium partial 16S rRNA gene, clone NGIII_sample_1_250_GM1",494,7,916,29.26,32.75,89.33,305.33,4.25,472.7,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1243017|HF541976.1 Vibrio sp. 123 partial 16S rRNA gene, strain 123",1932,11,1481,31.74,32.14,98.74,311.13,6.21,1897.17,1.00E-26,1243017,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 123
"1243016|HF546043.1 Vibrio sp. XOM6 partial mreB gene for actin-like cytoskeleton protein, strain XOM6",4398,7,976,40.16,41.7,96.31,239.8,32.8,4374.92,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"77133|HF545450.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS8 C40",1778,7,940,86.91,87.45,99.39,114.36,8.59,1755.84,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545451.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS7 C48",1742,7,952,65.65,66.07,99.36,151.35,7.75,1719.56,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545452.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS4 C36",624,7,941,53.56,53.56,100,186.71,4.46,602.04,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545476.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS4 C16",478,7,934,32.12,32.12,100,311.33,2.57,456.31,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545552.1 Uncultured bacterium partial 16S rRNA gene, clone 1ARNbW14_S5_02",1360,7,908,41.08,41.41,99.2,241.49,6.28,1338.63,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545591.1 Uncultured bacterium partial 16S rRNA gene, clone 2ARNbW12_S5_84",536,7,946,34.25,35.52,96.43,281.55,3.8,513.99,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1211705|CP003973.1 Vibrio parahaemolyticus BB22OP chromosome 2, complete sequence",1240938,14259,1806219,25.41,25.67,98.97,389.51,3.08,1198807.35,1.00E-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"77133|JN606980.1 Uncultured bacterium clone GA21050h12 16S ribosomal RNA gene, partial sequence",1708,10,1375,64.87,65.02,99.78,153.8,6.31,1675.68,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"227748|HQ729475.1 Pseudoalteromonas sp. D41 outer membrane protein W (ompW) gene, complete cds",560,5,654,45.57,45.87,99.33,218,3.67,544.69,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729476.1 Pseudoalteromonas sp. D41 outer membrane protein gene, complete cds",2580,8,1071,70.68,70.87,99.74,141.11,8.94,2554.72,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729477.1 Pseudoalteromonas sp. D41 transcription termination factor Rho gene, complete cds",1726,9,1260,76.03,76.51,99.38,130.71,7.17,1696.36,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729478.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase alpha chain gene, complete cds",720,7,987,77.41,77.51,99.87,129.02,3.52,696.94,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729479.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase subunit beta gene, complete cds",8158,31,4026,93.57,93.82,99.74,106.59,9.72,8063.05,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729480.1 Pseudoalteromonas sp. D41 lytic cell-wall binding lipoprotein gene, complete cds",1456,15,1911,73.73,74.1,99.51,134.96,3.34,1411.32,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729481.1 Pseudoalteromonas sp. D41 TonB-dependent receptor gene, complete cds",2324,16,2133,69.76,70.56,98.87,141.73,5.17,2273.92,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"1259987|HF549204.1 Photobacterium sp. 1319 partial 16S rRNA gene, isolate 1319",1694,10,1343,37.9,38.72,97.88,258.27,6.18,1662.43,1.00E-26,657,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
"166587|JX446068.1 Uncultured Chloroflexi bacterium clone MEDEE_16SB_942_MIF 16S ribosomal RNA gene, partial sequence",612,4,624,65.87,66.99,98.33,149.28,4.62,597.37,1.00E-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,
"1277177|KC160903.1 Photobacterium sp. SS12.10 16S ribosomal RNA gene, partial sequence",410068,11,1505,98.67,98.74,99.93,101.28,1257.72,410032.33,1.00E-26,1277177,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SS12.10
"1277178|KC160904.1 Photobacterium sp. SS12.11 16S ribosomal RNA gene, partial sequence",47924,11,1507,58.39,58.79,99.32,170.09,157.36,47888.29,1.00E-26,1277178,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SS12.11
"1277179|KC160908.1 Photobacterium sp. SS12.16 16S ribosomal RNA gene, partial sequence",1220,11,1507,27.07,27.34,99.03,365.78,3.94,1184.74,1.00E-26,1277179,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SS12.16
"1207384|AB734038.1 Vibrio sp. Pr21 gene for metalloprotease, complete cds",26824,14,1887,83.89,89.3,93.95,111.99,112.35,26779.3,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"120965|AB734639.1 Uncultured planctomycete gene for 16S ribosomal RNA, partial sequence, clone: Shimokita-2-79",320,2,377,79.05,79.58,99.33,125.67,6.36,311.17,1.00E-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"77133|FR820387.1 Uncultured bacterium partial 16S rRNA gene, clone 91d36",678,3,439,96.13,96.58,99.53,103.54,8.59,667.66,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR820426.1 Uncultured bacterium partial 16S rRNA gene, clone 91d75",492,3,436,95.41,95.64,99.76,104.56,7.09,481.76,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"152509|JF423013.1 Uncultured Bacteroidetes bacterium clone 1659PC_10_1B_38 16S ribosomal RNA gene, partial sequence",672,8,1118,36.94,37.12,99.52,269.4,2.88,645.96,1.00E-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"77133|AB794876.1 Uncultured bacterium pmoA mRNA for particulate methane monooxygenase, partial cds, clone: ihePR682_135",264,3,495,58.18,60.61,96,165,3.64,252.49,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KC508751.1 Uncultured bacterium clone wat-57 16S ribosomal RNA gene, partial sequence",294,3,506,83,85.97,96.55,116.32,4.14,282.22,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC307508.1 Uncultured bacterium clone BF5_0822 16S ribosomal RNA gene, partial sequence",940,8,1109,56.27,56.27,100,177.72,3.74,914.03,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|HF922248.1 Uncultured archaeon partial 16S rRNA gene, clone HP-Arch-C06",5192,11,1402,47.08,47.65,98.8,209.88,16.3,5158.86,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|HF922361.1 Uncultured bacterium partial 16S rRNA gene, clone HP-Bac-G03",1908,11,1485,49.36,49.36,100,202.59,5.45,1873.08,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1306471|JX134463.1 Photobacterium sp. A5-7 16S ribosomal RNA gene, partial sequence",896,12,1536,21.74,22.01,98.82,454.44,2.29,860.24,1.00E-26,1306471,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. A5-7
"552810|NR_076762.1 Dehalogenimonas lykanthroporepellens strain BL-DC-9 23S ribosomal RNA gene, complete sequence",3230,23,2952,19.82,21.24,93.3,470.81,9.22,3160.69,1.00E-26,301297,Bacteria,unk_k,Chloroflexi,Dehalococcoidia,unk_o,unk_f,,
"1307769|KC631808.1 Clostridium sp. L21-PA-D4 16S ribosomal RNA gene, partial sequence",996,12,1524,43.44,43.77,99.25,228.49,3.5,960.45,1.00E-26,1307769,Bacteria,unk_k,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. L21-PA-D4
"77133|KC631506.1 Uncultured bacterium clone YF2_B87 16S ribosomal RNA gene, partial sequence",61448,7,962,98.86,100.42,98.45,99.59,324.3,61425.2,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|KC794687.1 Vibrio alginolyticus strain HY9901 dihydrolipoamide dehydrogenase (dld) gene, complete cds",4234,11,1428,29.27,29.27,100,341.63,13.64,4200.27,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"680|JX442512.1 Vibrio campbellii strain VH1 hemolysin (vch) gene, partial cds",172,2,289,92.39,94.81,97.45,105.47,2.82,165.27,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"115547|KC886213.1 Uncultured archaeon clone CL11-1A-33 16S ribosomal RNA gene, partial sequence",396,5,747,39.49,40.16,98.33,249,2.81,378.64,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX228938.1 Uncultured bacterium clone NT-dsrB-OTU16 dissimilatory sulfite reductase (dsrB) gene, partial cds",876,2,331,95.77,99.7,96.06,100.3,15.39,868.18,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"120858|KC702354.1 Uncultured epsilon proteobacterium clone E3M_007 ATP citrate lyase operon-rrnA operon intergenic spacer, partial sequence",364,5,717,44.07,47,93.77,212.76,3.82,347.35,1.00E-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,,
"77133|KC668834.1 Uncultured bacterium clone 05A12 16S ribosomal RNA gene, partial sequence",2376,11,1496,81.22,81.95,99.1,122.02,7.39,2340.77,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB824920.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_100U_01",1192,2,377,98.94,99.47,99.47,100.53,19.5,1183.09,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB825410.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_50U_21",708,2,377,98.67,99.73,98.94,100.27,14.41,699.11,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB825575.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_69U_39",598,2,377,62.33,62.33,100,160.43,9.97,589.12,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|AB825754.1 Uncultured archaeon gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_24U_81",282,3,382,66.75,67.28,99.22,148.64,4.03,273.07,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB825883.1 Uncultured archaeon gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_66U_58",224,3,381,84.78,86.35,98.18,115.81,3.78,215.13,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB825886.1 Uncultured archaeon gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_67U_59",234,3,381,75.59,77.69,97.3,128.72,3.74,225.12,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC470906.1 Uncultured bacterium clone N_174 16S ribosomal RNA gene, partial sequence",770,11,1502,34.49,37.02,93.17,270.14,2.96,735.11,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KC470956.1 Uncultured bacterium clone N_35 16S ribosomal RNA gene, partial sequence",984,9,1242,28.58,28.82,99.16,346.93,3.9,954.94,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|KC471282.1 Uncultured archaeon clone T_36 16S ribosomal RNA gene, partial sequence",2990,11,1434,83.61,87.8,95.23,113.9,15.59,2956.18,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"38313|KC784941.1 Shewanella algae strain KJF27 serine hydroxymethyltransferase (glyA) gene, complete cds",8564,9,1254,97.37,100.08,97.29,99.92,33.38,8534.32,1.00E-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"562|JX238449.1 Escherichia coli strain EC71 plasmid pEC71-1 replication protein and mobilization protein genes, complete cds",1374,16,2026,31.54,32.23,97.86,310.26,3.05,1326.71,1.00E-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"663|KC954191.1 Vibrio alginolyticus strain 486 recombinase A (recA) gene, partial cds",11138,5,736,75.54,75.54,100,132.37,54.07,11120.56,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|JX170261.1 Uncultured bacterium clone AJ-U-CD-175 16S ribosomal RNA gene, partial sequence",906,11,1395,54.7,54.84,99.74,182.35,2.79,873.46,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX170268.1 Uncultured bacterium clone AJ-U-CD-214 16S ribosomal RNA gene, partial sequence",1520,11,1399,30.95,30.95,100,323.09,4.5,1487.15,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX170273.1 Uncultured bacterium clone AJ-U-CD-24 16S ribosomal RNA gene, partial sequence",830,11,1413,57.11,57.32,99.63,174.44,2.48,797.1,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX170321.1 Uncultured bacterium clone AJ-V-CD-219 16S ribosomal RNA gene, partial sequence",1424,10,1295,73.44,73.44,100,136.17,5.09,1393.59,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX170327.1 Uncultured bacterium clone AJ-V-CD-22 16S ribosomal RNA gene, partial sequence",894,11,1398,52.58,52.93,99.32,188.92,3,861.4,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX170354.1 Uncultured bacterium clone AJ-V-CD-59 16S ribosomal RNA gene, partial sequence",872,9,1251,53.48,53.48,100,187,2.86,842.79,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX170361.1 Uncultured bacterium clone AJ-V-CD-1 16S ribosomal RNA gene, partial sequence",1118,10,1385,57.11,57.11,100,175.09,3.46,1085.59,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF227601.1 Uncultured bacterium clone PAC_5_15_3000m_6C_E_1_727.3 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",2712,7,912,76.64,78.95,97.08,126.67,19.38,2690.46,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1338032|CP006007.1 Vibrio parahaemolyticus O1:K33 str. CDC_K4557 chromosome II, complete sequence",1785010,14259,1806995,32.44,32.78,98.96,305.08,4.48,1742682.64,1.00E-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"1338032|CP006008.1 Vibrio parahaemolyticus O1:K33 str. CDC_K4557 chromosome I, complete sequence",3696648,26253,3331580,36.99,37.3,99.16,268.1,4.93,3618628.79,1.00E-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"77133|AB831333.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B2",1196,9,1152,61.11,61.28,99.72,163.17,5.99,1168.97,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831356.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B25",1768,8,1100,75.18,75.36,99.76,132.69,8.11,1742.09,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831374.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B44",1008,8,1111,70.03,70.21,99.74,142.44,4.59,981.97,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831379.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B49",2168,8,1137,75.02,75.29,99.65,132.83,9.77,2141.19,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831381.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B51",692,8,1111,42.3,42.3,100,236.38,2.97,666.1,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831420.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903D_B29",4706,8,1100,99.45,99.73,99.73,100.27,19.23,4679.99,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831425.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903D_B34",2202,8,1108,84.84,85.29,99.47,117.25,10.32,2175.87,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831516.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK2013D_B27",6984,8,1114,99.46,100.18,99.28,99.82,28.97,6957.64,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|AB831533.1 Uncultured archaeon mcrA gene for methyl-coenzyme M reductase alpha subunit, partial cds, clone: MK2013D_M12",7650,3,427,99.53,100,99.53,100,69.32,7639.88,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
