Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"77133|GU302477.1 Uncultured bacterium clone Out12bac40 16S ribosomal RNA, partial sequence",16158,0,1522,99.67,100.0,99.67,100.0,45.15,16157.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU302486.1 Uncultured bacterium clone Out12bac62 16S ribosomal RNA, partial sequence",1408,0,1519,81.11,81.44,99.6,122.8,4.37,1407.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU302490.1 Uncultured bacterium clone Out12bac75 16S ribosomal RNA, partial sequence",1266,0,1462,94.05,95.14,98.85,105.1,4.58,1265.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU302491.1 Uncultured bacterium clone Out12bac80 16S ribosomal RNA, partial sequence",1656,0,1521,69.89,70.15,99.63,142.55,4.77,1655.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU348410.1 Uncultured bacterium clone EPR-NS-10 dissimilatory nitrite reductase (nirS) gene, partial cds",1696,0,839,96.78,98.93,97.83,101.08,10.65,1695.59,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU362945.1 Uncultured bacterium clone BD72BR166 16S ribosomal RNA gene, partial sequence",712,0,1406,81.72,81.79,99.91,122.26,2.56,711.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU362957.1 Uncultured bacterium clone BD72BR76 16S ribosomal RNA gene, partial sequence",1024,0,1423,93.32,93.75,99.55,106.67,3.48,1023.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU362965.1 Uncultured bacterium clone BD72BR24 16S ribosomal RNA gene, partial sequence",1338,0,1416,81.5,81.85,99.57,122.17,4.65,1337.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU362980.1 Uncultured bacterium clone BD72BR16 16S ribosomal RNA gene, partial sequence",898,0,1389,82.36,83.51,98.62,119.74,3.25,897.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363016.1 Uncultured bacterium clone BD72BR37 16S ribosomal RNA gene, partial sequence",9400,0,1418,95.56,95.77,99.78,104.42,33.62,9399.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363018.1 Uncultured bacterium clone BD72BR39 16S ribosomal RNA gene, partial sequence",800,0,1429,77.05,77.68,99.19,128.74,2.73,799.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363040.1 Uncultured bacterium clone BD72BR103 16S ribosomal RNA gene, partial sequence",1186,0,1357,80.62,80.69,99.91,123.93,5.06,1185.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363041.1 Uncultured bacterium clone BD72BR109 16S ribosomal RNA gene, partial sequence",1376,0,1433,96.65,96.86,99.78,103.24,4.12,1375.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363042.1 Uncultured bacterium clone BD72BR110 16S ribosomal RNA gene, partial sequence",6024,0,1433,96.79,96.93,99.86,103.17,18.74,6023.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363045.1 Uncultured bacterium clone BD72BR128 16S ribosomal RNA gene, partial sequence",1920,0,1430,84.9,85.8,98.94,116.54,6.92,1919.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU363046.1 Uncultured bacterium clone BD72BR129 16S ribosomal RNA gene, partial sequence",960,0,1383,86.33,86.48,99.83,115.64,3.69,959.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|GU363101.1 Uncultured sulfate-reducing bacterium clone BD72dsrA1 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",842,0,512,91.6,91.99,99.58,108.7,5.64,841.75,1e-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"77133|GU461274.1 Uncultured bacterium clone ST27_5m_clone15 16S ribosomal RNA gene, partial sequence",296,0,504,91.67,92.06,99.57,108.62,3.13,295.75,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU475259.1 Uncultured bacterium clone DSH1B5 16S ribosomal RNA gene, partial sequence",668,0,777,87.77,88.16,99.56,113.43,4.63,667.62,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU475304.1 Uncultured bacterium clone DSH1B78 16S ribosomal RNA gene, partial sequence",648,0,775,77.81,78.06,99.67,128.1,4.26,647.62,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FN597417.1 Uncultured bacterium partial 16S rRNA gene, isolate DS396",472,0,725,56.55,56.55,100.0,176.83,2.47,471.64,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU923669.1 Uncultured bacterium clone F5K2Q4C04JKIJY 23S ribosomal RNA gene, partial sequence",878,0,458,57.64,61.35,93.95,162.99,11.47,877.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU924216.1 Uncultured bacterium clone F5K2Q4C04IKZHL 23S ribosomal RNA gene, partial sequence",1054,0,543,71.09,77.9,91.25,128.37,14.61,1053.73,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU924268.1 Uncultured bacterium clone F5K2Q4C04JG67H 23S ribosomal RNA gene, partial sequence",996,0,560,95.71,100.0,95.71,100.0,14.25,995.72,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU924312.1 Uncultured bacterium clone F5K2Q4C04IEQ8G 23S ribosomal RNA gene, partial sequence",1780,0,532,96.43,100.19,96.25,99.81,25.86,1779.74,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU924368.1 Uncultured bacterium clone F5K2Q4C04IRBT5 23S ribosomal RNA gene, partial sequence",1212,0,522,96.74,100.0,96.74,100.0,12.62,1211.74,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU924471.1 Uncultured bacterium clone F5K2Q4C04JDSRO 23S ribosomal RNA gene, partial sequence",314,0,481,94.59,102.29,92.48,97.76,4.64,313.76,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU924594.1 Uncultured bacterium clone F5K2Q4C04J21ZL 23S ribosomal RNA gene, partial sequence",1534,0,542,84.32,87.27,96.62,114.59,22.54,1533.73,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU924952.1 Uncultured bacterium clone F5K2Q4C04JVSHA 23S ribosomal RNA gene, partial sequence",414,0,448,82.37,85.27,96.6,117.28,7.36,413.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU925253.1 Uncultured bacterium clone F5K2Q4C04JX3L2 23S ribosomal RNA gene, partial sequence",392,0,526,69.01,69.96,98.64,142.93,4.98,391.74,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU925384.1 Uncultured bacterium clone F5K2Q4C04JTY9G 23S ribosomal RNA gene, partial sequence",420,0,542,64.21,72.32,88.78,138.27,5.09,419.73,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU925650.1 Uncultured bacterium clone F5K2Q4C04ICNKV 23S ribosomal RNA gene, partial sequence",266,0,489,78.53,82.82,94.81,120.74,4.63,265.76,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GU926479.1 Uncultured bacterium clone F5K2Q4C04IB5HO 23S ribosomal RNA gene, partial sequence",268,0,424,96.7,100.0,96.7,100.0,4.78,267.79,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"175275|FN690375.1 Uncultured cercozoan partial 18S rRNA gene, clone 3b-E2",1612,0,1708,66.69,67.1,99.39,149.04,4.85,1611.16,1e-26,175275,Eukaryota,unk_k,Cercozoa,unk_c,unk_o,unk_f,unk_g,uncultured Cercozoa
"77133|FJ800246.1 Uncultured bacterium clone 3 2B 71 16S ribosomal RNA gene, partial sequence",490,0,900,63.11,64.11,98.44,155.98,2.89,489.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ800300.1 Uncultured bacterium clone 4 2B 89 16S ribosomal RNA gene, partial sequence",516,0,936,76.6,77.03,99.45,129.82,3.03,515.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"358574|GU810103.1 Uncultured microorganism clone JdF_NC1M formyl tetrahydrofolate synthetase (fhs) gene, partial cdsGU810104.1 Uncultured microorganism clone JdF_NC2J formyl tetrahydrofolate synthetase (fhs) gene, partial cdsGU810105.1 Uncultured microorganism clone JdF_ND1F formyl tetrahydrofolate synthetase (fhs) gene, partial cds",588,0,521,96.55,98.27,98.24,101.76,6.69,587.74,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|GU810113.1 Uncultured microorganism clone JdF_NC1H formyl tetrahydrofolate synthetase (fhs) gene, partial cdsGU810114.1 Uncultured microorganism clone JdF_NC1I formyl tetrahydrofolate synthetase (fhs) gene, partial cds",1504,0,521,99.04,100.0,99.04,100.0,14.4,1503.74,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|GU810124.1 Uncultured microorganism clone JdF_NC2F formyl tetrahydrofolate synthetase (fhs) gene, partial cds",3304,0,521,97.5,100.0,97.5,100.0,38.48,3303.74,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|HM004757.1 Uncultured sulfate-reducing bacterium clone Nye-0_2-dsrH08 dissimilatory sulfite reductase beta subunit-like (dsrb) gene, partial sequence",634,0,797,84.94,89.21,95.22,112.1,6.76,633.61,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|FJ813516.1 Uncultured bacterium clone GoC_Bac_73_D2_C0_M0 16S ribosomal RNA gene, partial sequence",824,0,1513,83.74,85.13,98.37,117.47,2.97,823.25,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FJ813520.1 Uncultured bacterium clone GoC_Bac_30_D1_C0_M0 16S ribosomal RNA gene, partial sequence",746,0,1467,94.27,94.55,99.71,105.77,2.59,745.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ813525.1 Uncultured bacterium clone GoC_Bac_92_D2_C0_M0 16S ribosomal RNA gene, partial sequence",904,0,1499,67.11,67.24,99.8,148.71,2.55,903.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ813526.1 Uncultured bacterium clone GoC_Bac_100_D1_C0_M0 16S ribosomal RNA gene, partial sequence",1510,0,1528,63.22,64.14,98.57,155.92,5.01,1509.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ813532.1 Uncultured bacterium clone GoC_Bac_125_D2_C0_M0 16S ribosomal RNA gene, partial sequence",8154,0,1516,96.7,96.83,99.86,103.27,26.29,8153.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"741088|GQ144683.1 Cryothecomonas sp. APCC MC5-1Cryo large subunit ribosomal RNA gene, partial sequence",2216,0,3060,75.39,79.54,94.78,125.72,4.66,2214.49,1e-26,2603934,Eukaryota,unk_k,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,,
"85698|HM056041.1 Achromobacter xylosoxidans strain 2 oxacillinase OXA-114c gene, complete cds",532,0,828,74.4,74.76,99.52,133.76,2.74,531.59,1e-26,85698,Bacteria,unk_k,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans
"77133|HM057793.1 Uncultured bacterium clone A8W-7 16S ribosomal RNA gene, partial sequence",762,0,1504,37.9,38.56,98.28,259.31,2.45,761.26,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU982796.1 Uncultured bacterium clone 3051bac3-27 16S ribosomal RNA gene, partial sequence",1096,0,1219,83.1,84.25,98.64,118.7,5.57,1095.4,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU982856.1 Uncultured bacterium clone 3051bac5-11 16S ribosomal RNA gene, partial sequence",662,0,1136,84.07,84.6,99.38,118.21,3.37,661.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU553835.1 Uncultured bacterium clone ORI-860-27-P_W_27WB08 16S ribosomal RNA gene, partial sequence",1366,0,1429,64.17,64.38,99.67,155.33,4.41,1365.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FN820298.1 Uncultured bacterium partial 16S rRNA gene, clone GoC_Bac_31_D1_C0_M0",762,0,1466,69.71,70.33,99.13,142.19,2.43,761.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GQ340928.1 Uncultured bacterium clone EM3L7 lipase gene, complete cds",452,0,834,95.08,96.88,98.14,103.22,3.14,451.59,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU584527.1 Uncultured bacterium clone EthaneSIP11-4-07 16S ribosomal RNA gene, partial sequence",480,0,913,73.27,74.7,98.09,133.87,2.55,479.55,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|GU584649.1 Uncultured bacterium clone PropaneSIP5-6-09 16S ribosomal RNA gene, partial sequence",812,0,1415,76.61,77.17,99.27,129.58,2.97,811.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU584671.1 Uncultured bacterium clone PropaneSIP5-6-33 16S ribosomal RNA gene, partial sequence",996,0,1400,37.29,37.36,99.81,267.69,3.52,995.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|GU584839.1 Uncultured bacterium clone SIPt0-01 16S ribosomal RNA gene, partial sequence",1756,0,1400,97.79,97.93,99.85,102.12,5.68,1755.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153809|GQ483905.1 Uncultured proteobacterium clone Pink_2A02 16S ribosomal RNA gene, partial sequence",680,0,687,66.23,66.52,99.56,150.33,4.36,679.66,1e-26,153809,Bacteria,unk_k,Proteobacteria,unk_c,unk_o,unk_f,unk_g,uncultured proteobacterium
"120965|GQ331253.1 Uncultured planctomycete clone SCS-401-14717-A1 hydrazine oxidoreductase gene, partial cds",562,0,1008,88.39,89.09,99.22,112.25,2.23,561.5,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"120965|GQ331291.1 Uncultured planctomycete clone SCS-407-meng-A9 hydrazine oxidoreductase gene, partial cds",2092,0,1026,61.99,62.38,99.38,160.31,7.4,2091.49,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"120965|GQ331328.1 Uncultured planctomycete clone SCS-525-P090611D-A12-2 hydrazine oxidoreductase gene, partial cds",1446,0,1044,75.38,76.25,98.87,131.16,5.01,1445.49,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"120965|GQ331329.1 Uncultured planctomycete clone SCS-525-P090611D-A3 hydrazine oxidoreductase gene, partial cds",2494,0,1044,98.56,99.43,99.13,100.58,8.39,2493.49,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"120965|GQ331330.1 Uncultured planctomycete clone SCS-525-P090611D-A10 hydrazine oxidoreductase gene, partial cds",902,0,1044,71.93,72.41,99.34,138.1,3.16,901.49,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"115547|HM171706.1 Uncultured archaeon clone 5-AOM2 putative ammonia monoxygenase alpha subunit gene, partial cds",272,0,416,83.17,86.78,95.84,115.24,3.18,271.79,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|GQ453901.1 Uncultured organism clone SF04-CB18-E10 putative dissimilatory nitrite reductase (nirS) gene, partial cds",476,0,624,88.14,92.47,95.32,108.15,4.32,475.69,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|GQ443978.1 Uncultured bacterium clone CF5B-P090429C-G5-8 nitrite reductase (nirS) gene, partial cds",206,0,408,80.39,82.11,97.91,121.79,2.72,205.8,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"175278|HM103475.1 Uncultured metazoan clone Ma29_1E_41 18S ribosomal RNA gene, partial sequence",712,0,1012,92.79,94.27,98.43,106.08,3.8,711.5,1e-26,175278,Eukaryota,Metazoa,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured metazoan
"171953|HM103679.1 Uncultured Acidobacteria bacterium clone Ma29_1B_35 16S ribosomal RNA gene, partial sequence",770,0,1003,88.83,90.83,97.8,110.1,3.84,769.51,1e-26,57723,Bacteria,unk_k,Acidobacteria,unk_c,unk_o,unk_f,unk_g,
"203437|HM103705.1 Uncultured Gemmatimonadetes bacterium clone Ma29_2B_15 16S ribosomal RNA gene, partial sequence",1352,0,900,94.33,95.22,99.07,105.02,7.93,1351.56,1e-26,203437,Bacteria,unk_k,Gemmatimonadetes,unk_c,unk_o,unk_f,unk_g,uncultured Gemmatimonadetes bacterium
"120965|HM103713.1 Uncultured planctomycete clone Ma29_2B_26 16S ribosomal RNA gene, partial sequence",432,0,850,54.71,55.06,99.36,181.62,2.12,431.58,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"77133|AB374869.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: site6_44",478,0,936,73.93,75.85,97.46,131.83,2.89,477.54,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"120965|HM851722.1 Uncultured planctomycete clone Guaymas_8G hydrazine oxidase (hzo) gene, partial cds",364,0,595,54.79,55.29,99.09,180.85,2.01,363.71,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"77133|HQ203755.1 Uncultured bacterium clone SW-Oct-28 16S ribosomal RNA gene, partial sequence",2002,0,1474,60.72,60.79,99.89,164.51,6.92,2001.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ203969.1 Uncultured bacterium clone SW-Apr-116 16S ribosomal RNA gene, partial sequence",940,0,1468,57.08,57.43,99.41,174.14,2.86,939.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|HQ168123.1 Uncultured archaeon clone Abyssal-2 4-hydroxybutyryl-CoA dehydratase (4-hcd) gene, partial cds",624,0,801,98.25,100.0,98.25,100.0,3.99,623.61,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|HQ168136.1 Uncultured archaeon clone Abyssal-26 4-hydroxybutyryl-CoA dehydratase (4-hcd) gene, partial cds",1340,0,801,98.5,100.0,98.5,100.0,9.1,1339.61,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|AB598249.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: 761D_B13",1368,0,1136,88.73,88.73,100.0,112.7,5.28,1367.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"91750|HQ433399.1 Uncultured alpha proteobacterium clone 230-15-02 16S ribosomal RNA gene, partial sequence",696,0,1332,68.69,68.69,100.0,145.57,3.02,695.34,1e-26,91750,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,unk_o,unk_f,unk_g,uncultured Alphaproteobacteria bacterium
"115547|HM998517.1 Uncultured archaeon clone M1-19Ar10 16S ribosomal RNA gene, partial sequence",574,0,945,76.83,77.88,98.64,128.4,2.94,573.53,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|HQ434768.1 Uncultured bacterium clone PC500-1B2 16S ribosomal RNA gene, partial sequence",612,0,741,89.74,92.04,97.51,108.65,4.97,611.63,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HQ606318.1 Uncultured bacterium clone SH7B_1H3b_B087 16S ribosomal RNA gene, partial sequence",384,0,717,63.74,65.41,97.44,152.88,2.93,383.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HQ588362.1 Uncultured bacterium clone AMSMV-0-B55 16S ribosomal RNA gene, partial sequence",2056,0,1394,88.31,88.81,99.43,112.6,7.18,2055.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588368.1 Uncultured bacterium clone AMSMV-0-B64 16S ribosomal RNA gene, partial sequence",2338,0,1394,89.81,90.46,99.29,110.55,7.69,2337.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588401.1 Uncultured bacterium clone AMSMV-0-B123 16S ribosomal RNA gene, partial sequence",1744,0,1413,65.53,65.53,100.0,152.59,5.42,1743.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588402.1 Uncultured bacterium clone AMSMV-0-B125 16S ribosomal RNA gene, partial sequence",3088,0,1391,83.54,83.54,100.0,119.71,9.46,3087.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588407.1 Uncultured bacterium clone AMSMV-0-B148 16S ribosomal RNA gene, partial sequence",2178,0,1382,83.21,83.43,99.74,119.86,7.1,2177.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588410.1 Uncultured bacterium clone AMSMV-0-B157 16S ribosomal RNA gene, partial sequence",722,0,1410,62.34,62.48,99.77,160.05,2.52,721.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588438.1 Uncultured bacterium clone AMSMV-5-B8 16S ribosomal RNA gene, partial sequence",1086,0,1407,93.46,93.75,99.7,106.67,4.22,1085.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588470.1 Uncultured bacterium clone AMSMV-5-B57 16S ribosomal RNA gene, partial sequence",942,0,1408,96.66,96.8,99.85,103.3,3.37,941.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588485.1 Uncultured bacterium clone AMSMV-10-B3 16S ribosomal RNA gene, partial sequence",1626,0,1355,99.04,99.93,99.11,100.07,6.28,1625.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588488.1 Uncultured bacterium clone AMSMV-10-B6 16S ribosomal RNA gene, partial sequence",7522,0,1369,96.86,97.08,99.77,103.01,29.19,7521.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588494.1 Uncultured bacterium clone AMSMV-10-B13 16S ribosomal RNA gene, partial sequence",910,0,1351,98.52,99.04,99.48,100.97,3.7,909.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588495.1 Uncultured bacterium clone AMSMV-10-B14 16S ribosomal RNA gene, partial sequence",1354,0,1367,80.54,81.27,99.1,123.04,5.35,1353.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588511.1 Uncultured bacterium clone AMSMV-10-B45 16S ribosomal RNA gene, partial sequence",4582,0,1398,80.47,80.54,99.91,124.16,15.55,4581.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HQ588512.1 Uncultured bacterium clone AMSMV-10-B47 16S ribosomal RNA gene, partial sequence",2390,0,1405,96.65,97.37,99.27,102.7,9.86,2389.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB606830.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: 953Sed57uLC139679.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SdTk30_57",1170,0,882,91.04,91.04,100.0,109.84,6.12,1169.57,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77097|FR771911.1 Halomonas aquamarina partial gyrB gene for DNA gyrase subunit B, strain CECT 5000FR771928.1 Halomonas meridiana partial gyrB gene for DNA gyrase subunit B, strain DSM 5425",838,0,1049,89.13,91.13,97.8,109.73,4.69,837.48,1e-26,2745,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
