Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
4932|X00149.1 Saccharomyces cerevisiae mt 21s rRNA gene r1-intron,1410,4,1276,23.51,23.51,100.0,425.33,7.41,1395.69,1e-26,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
"115547|AB797857.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0006",2040,5,1420,20.92,20.92,100.0,478.11,7.11,2024.06,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB798093.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0242AB798147.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0296AB798206.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0355AB798269.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0418AB798368.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0517AB798372.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0521AB798388.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0537AB798392.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0541AB798414.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0563",2832,5,1420,29.23,29.23,100.0,342.17,11.39,2816.05,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"86473|KM575728.1 Uncultured gamma proteobacterium clone AGB-PT007 cytochrome oxidase subunit I (COI) gene, partial cds",442,2,652,43.87,46.01,95.33,217.33,5.98,434.71,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,,
"86473|KJ095227.1 Uncultured gamma proteobacterium clone 1 16S-23S ribosomal RNA intergenic spacer, partial sequence",1868,1,308,92.86,100.0,92.86,100.0,46.0,1864.53,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,,
"663|KM613159.1 Vibrio alginolyticus strain HY9901 quinolone resistance protein (qnr) gene, complete cds",4044,2,651,45.31,45.47,99.66,219.93,26.37,4036.67,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"651141|KM525797.1 Uncultured thaumarchaeote clone B10-C-22 urea amidohydrolase (ureC) gene, partial cds",960,4,1272,21.46,23.58,91.0,424.0,7.08,945.77,1e-26,651137,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,,
"38313|LN795823.1 Shewanella algae partial 16S rRNA gene, strain MARS 14",4954,5,1533,30.72,30.72,100.0,325.48,14.05,4936.76,1e-26,38313,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
"3659|XR_180798.2 PREDICTED: Cucumis sativus uncharacterized LOC101206857 (LOC101206857), ncRNA",2234,2,791,31.48,31.48,100.0,317.67,14.48,2225.11,1e-26,3659,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis sativus
"3659|XM_004139543.2 PREDICTED: Cucumis sativus transcription repressor OFP6 (LOC101211890), mRNA",1622,3,810,29.63,29.63,100.0,337.5,8.15,1612.9,1e-26,3659,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis sativus
"1452721|KP752419.1 Pseudoalteromonas lipolytica SCSIO 04301 lipase gene, complete cds",93284,9,2433,95.31,96.42,98.85,103.71,154.83,93256.61,1e-26,570156,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas lipolytica
"1648548|LC053423.1 Idiomarina sp. EK15A gene for 16S ribosomal RNA, partial sequenceLC053424.1 Idiomarina sp EK15B gene for 16S ribosomal RNA, partial sequence",11482,5,1503,52.56,52.56,100.0,190.25,30.3,11465.08,1e-26,1648548,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp. EK15A
"187981|LC012309.1 Marinobacter litoralis gene for catechol 2,3-dioxygenase, partial cds, strain: KU17C",3054,3,837,56.15,58.3,96.31,171.52,19.93,3044.59,1e-26,2742,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
"115547|LC061264.1 Uncultured archaeon mcrA gene for methyl coenzyme M reductase alpha subunit, partial cds, clone: Exp331_mcrA_C14B_2m_27",1982,1,443,66.37,67.72,98.0,147.67,25.05,1977.02,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KM356260.1 Uncultured bacterium clone 3730inc-BP1-E07 16S ribosomal RNA gene, partial sequenceKM356263.1 Uncultured bacterium clone 3730inc-BP1-G10 16S ribosomal RNA gene, partial sequence",9018,5,1521,31.03,31.1,99.79,321.56,23.03,9000.89,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356348.1 Uncultured bacterium clone AN_3730incN_bac_A2 16S ribosomal RNA gene, partial sequence",1896,5,1493,19.96,20.09,99.33,497.67,6.63,1879.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356372.1 Uncultured bacterium clone AN_3730incN_bac_A11 16S ribosomal RNA gene, partial sequence",1986,5,1490,20.07,20.13,99.67,496.67,7.17,1969.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356373.1 Uncultured bacterium clone AN_3730incN_bac_B3 16S ribosomal RNA gene, partial sequence",3610,5,1489,20.15,20.15,100.0,496.33,10.27,3593.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356374.1 Uncultured bacterium clone AN_3730incN_bac_C3 16S ribosomal RNA gene, partial sequence",18902,5,1490,50.94,51.21,99.48,195.28,67.71,18885.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356401.1 Uncultured bacterium clone AN_5119N_bac_F2 16S ribosomal RNA gene, partial sequence",8900,5,1478,20.7,20.7,100.0,483.01,24.68,8883.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356519.1 Uncultured bacterium clone AS_5119_bac_B1 16S ribosomal RNA gene, partial sequence",1450,5,1486,20.19,20.19,100.0,495.33,4.24,1433.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356653.1 Uncultured bacterium clone LS_3433_bac_C8 16S ribosomal RNA gene, partial sequence",14370,5,1438,62.73,62.73,100.0,159.42,45.42,14353.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356660.1 Uncultured bacterium clone LS_5164_bac_H9 16S ribosomal RNA gene, partial sequence",3922,5,1461,37.37,37.51,99.64,266.61,16.13,3905.58,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356667.1 Uncultured bacterium clone LS_5164_bac_H11 16S ribosomal RNA gene, partial sequence",3966,5,1424,21.0,21.07,99.67,474.67,17.63,3949.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356678.1 Uncultured bacterium clone LS_5164_bac_F4 16S ribosomal RNA gene, partial sequence",4922,5,1486,27.93,27.99,99.76,357.21,15.73,4905.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356686.1 Uncultured bacterium clone LS_5164_bac_E2 16S ribosomal RNA gene, partial sequence",2608,5,1470,20.27,20.41,99.33,490.0,10.81,2591.49,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356690.1 Uncultured bacterium clone LS_5164_bac_E7 16S ribosomal RNA gene, partial sequence",13286,5,1422,69.06,69.06,100.0,144.81,39.62,13269.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|KM356905.1 Uncultured archaeon clone AS_5119_arc_B6_T3 16S ribosomal RNA gene, partial sequence",2296,2,761,35.09,35.22,99.63,283.96,15.47,2287.44,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"265883|KP749906.1 Thiomicrospira thermophila strain EPR85 sulfur oxidation system protein C gene, complete cds",126896,5,1362,99.71,100.0,99.71,100.0,407.78,126880.67,1e-26,265883,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio thermophilus
"265883|KP749907.1 Thiomicrospira thermophila strain EPR85 sulfur oxidation system protein D gene, complete cds",72294,4,1089,97.7,100.0,97.7,100.0,343.73,72281.74,1e-26,28884,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,
"155900|KP814577.1 Uncultured organism clone MC118_11-13cm_M19_61 methyl coenzyme M reductase (mcrA) gene, partial cds",4876,1,438,67.81,68.49,99.0,146.0,48.59,4871.07,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|KP814581.1 Uncultured organism clone MC118_40-44cm_M57_9 methyl coenzyme M reductase (mcrA) gene, partial cds",8890,1,438,99.09,100.0,99.09,100.0,69.93,8885.07,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|KP814587.1 Uncultured organism clone MC118_11-13cm_M36_79 methyl coenzyme M reductase (mcrA) gene, partial cds",1314,1,415,45.54,47.47,95.94,210.66,14.4,1309.33,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KP814635.1 Uncultured bacterium clone MC118_400_bac37 16S ribosomal RNA gene, partial sequence",35540,5,1511,78.29,78.62,99.58,127.19,136.05,35522.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP814673.1 Uncultured bacterium clone MC118_40-44_bac79 16S ribosomal RNA gene, partial sequence",4336,5,1489,35.66,36.06,98.88,277.28,15.07,4319.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1648051|LN846330.1 Marinobacterium sp. AK66 partial 16S rRNA gene, strain AK66",1550,5,1485,19.93,20.2,98.67,495.0,5.25,1533.36,1e-26,1648051,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium sp. AK66
"86102|KM407772.1 Idiomarina abyssalis culture-collection MCCC:1A04440 F1 sector of membrane-bound ATP synthase beta subunit (atpD) gene, partial cds",8318,2,738,56.1,56.23,99.76,177.83,49.12,8309.69,1e-26,86102,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis
"314276|KM407785.1 Idiomarina baltica OS145 culture-collection MCCC:1A01194 F1 sector of membrane-bound ATP synthase beta subunit (atpD) gene, partial cds",1828,2,738,39.84,39.97,99.66,250.17,11.37,1819.71,1e-26,190892,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina baltica
"263723|KM407806.1 Idiomarina fontislapidosi culture-collection MCCC:1A07617 F1 sector of membrane-bound ATP synthase beta subunit (atpD) gene, partial cds",880,2,738,24.25,24.25,100.0,412.29,5.33,871.72,1e-26,263723,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina fontislapidosi
"502366|KM407827.1 Idiomarina marina culture-collection MCCC:1A04068 F1 sector of membrane-bound ATP synthase beta subunit (atpD) gene, partial cds",4322,2,738,62.06,62.06,100.0,161.14,24.33,4313.7,1e-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"86103|KM407852.1 Idiomarina zobellii culture-collection MCCC:1A05088 F1 sector of membrane-bound ATP synthase beta subunit (atpD) gene, partial cds",742,2,738,27.1,27.24,99.5,367.16,5.87,733.73,1e-26,86103,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina zobellii
"502366|KM407881.1 Idiomarina marina culture-collection MCCC:1A05626 DNA gyrase subunit B (gyrb) gene, partial cds",896,2,687,26.64,26.64,100.0,375.41,7.46,888.29,1e-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"86102|KM407909.1 Idiomarina abyssalis culture-collection MCCC:1A05090 DNA gyrase subunit B (gyrb) gene, partial cds",3520,2,687,69.87,70.01,99.79,142.83,25.3,3512.27,1e-26,86102,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis
"502366|KM407983.1 Idiomarina marina culture-collection MCCC:1A05626 RNA polymerase sigma 70 (sigma D) factor (rpoD) gene, partial cds",10022,2,753,72.78,72.78,100.0,137.41,48.16,10013.52,1e-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"86102|KM408011.1 Idiomarina abyssalis culture-collection MCCC:1A05090 RNA polymerase sigma 70 (sigma D) factor (rpoD) gene, partial cds",5542,2,738,63.69,63.96,99.58,156.36,33.71,5533.69,1e-26,86102,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis
"1096243|KM408067.1 Idiomarina sp. TPS4-2 culture-collection MCCC:1A02024 RNA polymerase sigma 70 (sigma D) factor (rpoD) gene, partial cds",820,2,741,29.28,29.28,100.0,341.47,4.86,811.69,1e-26,1096243,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina piscisalsi
"173975|KP967475.1 Uncultured Shewanella sp. clone Z2_KL_483-12 16S ribosomal RNA gene, partial sequence",5108,5,1493,30.81,30.81,100.0,324.57,14.01,5091.21,1e-26,173975,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,uncultured Shewanella sp.
"166587|KR814026.1 Uncultured Chloroflexi bacterium clone CH4-cDNA-16S-P1-51 16S ribosomal RNA gene, partial sequence",714,3,849,26.38,26.74,98.68,374.01,4.4,704.5,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"502366|KM502344.1 Idiomarina marina strain MCCC 1A05626 molecular chaperone DnaK (dnaK) gene, partial cds",4810,2,600,52.0,52.17,99.68,191.69,34.1,4803.25,1e-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"190892|KM502454.1 Idiomarina baltica strain MCCC 1A02946 elongation factor G (fusA) gene, partial cds",2696,2,735,40.82,40.82,100.0,245.0,11.95,2687.73,1e-26,190892,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina baltica
"86102|KM502473.1 Idiomarina abyssalis strain MCCC 1A05090 elongation factor G (fusA) gene, partial cds",2164,2,735,76.19,76.46,99.64,130.78,9.39,2155.74,1e-26,86102,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis
"502366|KM502492.1 Idiomarina marina strain MCCC 1A03112 elongation factor G (fusA) gene, partial cds",13434,2,735,78.37,78.37,100.0,127.6,66.71,13425.72,1e-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"263723|KM502513.1 Idiomarina fontislapidosi strain MCCC 1A04199 elongation factor G (fusA) gene, partial cds",2668,2,735,34.56,34.56,100.0,289.37,12.9,2659.73,1e-26,263723,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina fontislapidosi
"358574|KR020409.1 Uncultured microorganism clone CH4-DNA-nifH-A11 NifH (nifH) gene, partial cds",5328,1,420,89.76,95.95,93.55,104.22,95.81,5323.27,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR020477.1 Uncultured microorganism clone CH4-cDNA-nifH-D12 NifH (nifH) mRNA, partial cds",1574,1,381,67.72,69.55,97.36,143.77,27.82,1569.71,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR020481.1 Uncultured microorganism clone CH4-cDNA-nifH-G7 NifH (nifH) mRNA, partial cds",1946,1,384,76.3,77.08,98.99,129.73,21.62,1941.68,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"12433|LC097151.1 Garlic virus A CP, NABP genes for coat protein, nucleic acid biding protein, partial cds, isolate: A-JHTok-1",926,2,755,36.16,36.95,97.85,270.61,10.32,917.53,1e-26,140568,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,
"1756698|KU131244.1 Vibrio sp. MSSRF N59 16S ribosomal RNA gene, partial sequence",5028,5,1381,41.71,41.78,99.83,239.34,14.91,5012.47,1e-26,1756698,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. MSSRF N59
"1683055|KT160405.1 Marinobacter sp. SLG210B1-9A1 clone C43 cytochrome P450 gene, partial cds",4006,2,723,41.49,41.49,100.0,241.0,23.58,3997.87,1e-26,1683055,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. SLG210B1-9A1
"77133|KM051762.1 Uncultured bacterium clone C25-F02-599 16S ribosomal RNA gene, partial sequence",1778,5,1458,20.51,20.58,99.67,486.0,6.79,1761.65,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU324297.1 Uncultured bacterium clone HYIII45_Bac16s_AQDS10_A04 16S ribosomal RNA gene, partial sequence",78710,5,1551,86.33,86.33,100.0,115.83,260.16,78692.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"152509|KU324329.1 Uncultured Bacteroidetes bacterium clone HYIII59_Bac16s_AQDS10_D09 16S ribosomal RNA gene, partial sequence",1960,5,1491,19.45,20.12,96.67,497.0,9.46,1943.27,1e-26,976,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,
"115547|KU324397.1 Uncultured archaeon clone VJO_AQDS03_mcrA_B02 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",5008,2,729,40.05,40.47,98.98,247.12,24.28,4999.8,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|KP091086.1 Uncultured bacterium clone BAC_OTU_109 16S ribosomal RNA gene, partial sequence",3876,5,1535,26.45,27.3,96.9,366.35,15.91,3858.75,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP091106.1 Uncultured bacterium clone BAC_OTU_13 16S ribosomal RNA gene, partial sequence",10268,5,1471,45.14,45.14,100.0,221.54,28.26,10251.45,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|KP204802.1 Uncultured archaeon clone BR39_4_080ss 16S ribosomal RNA gene, partial sequence",3574,5,1408,21.31,21.31,100.0,469.33,13.09,3558.17,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204804.1 Uncultured archaeon clone BR39_4_075ss 16S ribosomal RNA gene, partial sequence",28592,5,1406,83.71,83.71,100.0,119.46,97.17,28576.17,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"358574|KT280510.1 Uncultured microorganism clone 5133BCaprE1p1C10 adenylylsulfate reductase alpha subunit (aprA) gene, partial cds",2070,1,397,68.77,70.78,97.15,141.28,28.52,2065.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KT280730.1 Uncultured bacterium clone p1-5133BC-eel932-E-bacG2 16S ribosomal RNA gene, partial sequence",2272,3,989,30.23,30.33,99.67,329.67,10.25,2260.89,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280841.1 Uncultured bacterium clone 5133Bulk-F-bacC8 16S ribosomal RNA gene, partial sequence",9814,3,875,71.89,72.0,99.84,138.89,48.93,9804.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"2743|KT877013.1 Marinobacter hydrocarbonoclasticus strain NY-4 nitrite reductase (nirS) gene, complete cds",6910,6,1725,40.35,40.81,98.86,245.03,18.41,6890.6,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"77133|KU561088.1 Uncultured bacterium clone Baffin_Bay_dsr_clone_BB022_dsrB dissimilatory sulfite reductase subunit B gene, complete cds",990,3,1062,27.21,28.06,96.98,356.38,5.84,978.1,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|LC139739.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: MnDi15_27",1628,3,880,32.27,34.09,94.67,293.33,11.59,1618.12,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KX097607.1 Uncultured bacterium clone T4-1_77 16S ribosomal RNA gene, partial sequence",7052,5,1552,60.31,60.7,99.36,164.76,21.64,7034.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097636.1 Uncultured bacterium clone T3-1_112 16S ribosomal RNA gene, partial sequence",9800,5,1530,47.65,47.71,99.86,209.59,30.25,9782.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097654.1 Uncultured bacterium clone T3-1_130 16S ribosomal RNA gene, partial sequence",18342,5,1547,70.2,71.11,98.73,140.64,61.62,18324.59,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"34034|KU351195.1 Uncultured delta proteobacterium clone SCSjl2634 16S ribosomal RNA gene, partial sequence",2860,3,922,32.54,32.54,100.0,307.33,13.01,2849.63,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|KU351197.1 Uncultured delta proteobacterium clone SCSjl7920 16S ribosomal RNA gene, partial sequence",3592,3,929,70.51,71.15,99.09,140.54,18.72,3581.55,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"115547|KU351206.1 Uncultured archaeon clone SCSjl30s 16S ribosomal RNA gene, partial sequence",1656,3,895,33.52,33.52,100.0,298.33,10.39,1645.95,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|KT223196.1 Uncultured bacterium clone 011_4650_24ss 16S ribosomal RNA gene, partial sequence",2136,5,1470,19.25,20.41,94.33,490.0,12.72,2119.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KT223218.1 Uncultured bacterium clone 044_4650_24_16to19_75.1 16S ribosomal RNA gene, partial sequence",3088,5,1461,20.47,20.53,99.67,487.0,9.17,3071.59,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|CP016225.1 Vibrio alginolyticus strain ZJ-T chromosome 2, complete sequence",3437912,6985,1870966,20.19,20.39,99.04,490.46,8.34,3417012.83,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|KX245317.1 Vibrio alginolyticus T3SS effector protein HY322 (hy322) gene, complete cds",2916,3,969,30.96,30.96,100.0,323.0,11.76,2905.11,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|KX998024.1 Uncultured bacterium clone Otu03366 16S ribosomal RNA gene, partial sequence",2162,1,465,61.29,61.94,98.96,161.46,22.28,2156.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KY050642.1 Uncultured bacterium clone B045 16S ribosomal RNA gene, partial sequence",1314,2,640,42.97,43.12,99.64,231.88,10.3,1306.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KY050714.1 Uncultured bacterium clone B36 16S ribosomal RNA gene, partial sequence",1894,3,840,40.83,40.83,100.0,244.9,12.33,1884.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|KX581149.1 Uncultured archaeon clone HMMV_AR3_metagenome_SPADES_mcrA_01 methyl coenzyme-M reductase subunit A (mcrA) gene, partial cds",8772,5,1466,40.25,43.66,92.19,229.06,32.69,8755.5,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|KX581150.1 Uncultured archaeon clone HMMV_AR3_metagenome_SPADES_mcrA_03 methyl coenzyme-M reductase subunit A (mcrA) gene, partial cds",1056,3,953,25.92,29.07,89.17,344.04,9.58,1045.32,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|KX581156.1 Uncultured organism clone HMMV_AR2_metagenome_RecOTU_01 16S ribosomal RNA gene, partial sequence",17908,5,1585,51.1,51.29,99.63,194.96,48.87,17890.16,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|KX581163.1 Uncultured organism clone HMMV_AR3_metagenome_RecOTU_02 16S ribosomal RNA gene, partial sequence",2610,5,1561,21.97,22.36,98.28,447.28,6.73,2592.47,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
