Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175243|HQ871913.1 Uncultured Ascomycota clone UAP7754 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",522,1,401,81.8,83.04,98.5,120.42,6,518.8,1.00E-26,175243,Eukaryota,Fungi,Ascomycota,unk_c,unk_o,unk_f,unk_g,uncultured Ascomycota
"115547|AB362204.1 Uncultured archaeon mcrA gene for methyl-coenzyme M reductase alpha subunit, partial cds, clone: K8MV-C26mcrA-14",4104,1,734,98.64,100,98.64,100,28.44,4098.14,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB362396.1 Uncultured archaeon nifH gene for dinitrogenase reductase, partial cds, clone: K8MV-C22nifH_01",424,0,340,94.12,96.18,97.86,103.98,6.27,421.29,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AM911753.1 Uncultured bacterium partial integron, gene cassette region, clone CHSM_1_31_1_1",810,2,781,84.25,86.43,97.48,115.7,5.66,803.78,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AM911845.1 Uncultured bacterium partial integron, gene cassette region, clone CHSM_3_30_1_1",228,1,418,55.5,57.66,96.27,173.44,3.46,224.68,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|EU385830.1 Uncultured archaeon clone MD2902-A32 16S ribosomal RNA gene, partial sequence",646,2,898,81.07,81.85,99.05,122.18,3.25,638.86,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|EU385901.1 Uncultured bacterium clone MD2902-B90 16S ribosomal RNA gene, partial sequence",1294,3,1384,85.48,86.49,98.83,115.62,5.6,1282.98,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"74661|AM941752.1 Halomonas campisalis 23S rRNA gene, strain ATCC 700597",4436,7,2910,32.13,34.71,92.57,288.12,9.98,4412.8,1.00E-26,28256,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,
"77133|AB426426.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: BJS960-52",1014,2,912,54.5,54.5,100,183.5,4.86,1006.74,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491101.1 Uncultured bacterium clone P9X2b3B06 16S ribosomal RNA gene, partial sequence",1362,4,1503,81.77,83.23,98.24,120.14,4.18,1350.04,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU491143.1 Uncultured bacterium clone P9X2b3F11 16S ribosomal RNA gene, partial sequence",1584,3,1498,88.58,88.99,99.55,112.38,5.07,1572.07,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491214.1 Uncultured bacterium clone P9X2b7H01 16S ribosomal RNA gene, partial sequence",994,3,1478,71.85,72.06,99.72,138.78,3.2,982.25,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491371.1 Uncultured bacterium clone P0X3b1D12 16S ribosomal RNA gene, partial sequence",1464,3,1501,83.14,83.54,99.52,119.7,4.3,1452.05,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491424.1 Uncultured bacterium clone P0X4b3F12 16S ribosomal RNA gene, partial sequence",5676,3,1501,90.87,91.41,99.42,109.4,17.29,5664.02,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|EU496886.1 Uncultured sulfate-reducing bacterium clone dsr-123 dissimilatory sulfite reductase alpha subunit and dissimilatory sulfite reductase beta subunit genes, partial cds",1424,4,1796,92.65,96.49,96.02,103.64,5.93,1409.71,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|EU496891.1 Uncultured archaeon clone mcrA 2-61 methyl-coenzyme M reductase alpha subunit gene, partial cds",7636,2,776,97.29,99.61,97.67,100.39,43.42,7629.8,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU491553.1 Uncultured bacterium clone EPR4059-B2-Bc51 16S ribosomal RNA gene, partial sequence",2594,3,1418,81.45,81.88,99.48,122.14,7.81,2582.69,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491669.1 Uncultured bacterium clone EPR3970-MO1A-Bc82 16S ribosomal RNA gene, partial sequence",820,3,1498,71.56,74.17,96.49,134.83,3.09,808.11,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU491713.1 Uncultured bacterium clone EPR3968-O8a-Bc46 16S ribosomal RNA gene, partial sequence",1944,3,1444,95.84,96.68,99.14,103.44,6.6,1932.49,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491717.1 Uncultured bacterium clone EPR3968-O8a-Bc5 16S ribosomal RNA gene, partial sequence",1432,3,1462,72.78,73.32,99.25,136.38,4.64,1420.36,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491750.1 Uncultured bacterium clone EPR3968-O8a-Bc82 16S ribosomal RNA gene, partial sequence",1140,3,1458,62.07,63.58,97.63,157.28,4.69,1128.4,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU491795.1 Uncultured bacterium clone EPR3967-O2-Bc48 16S ribosomal RNA gene, partial sequence",2084,3,1462,77.22,77.63,99.47,128.81,6.44,2072.35,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491842.1 Uncultured bacterium clone EPR3965-I2-Bc17 16S ribosomal RNA gene, partial sequence",854,3,1493,61.96,62.22,99.57,160.71,3.19,842.15,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491868.1 Uncultured bacterium clone EPR3965-I2-Bc56 16S ribosomal RNA gene, partial sequence",778,3,1491,78.4,78.87,99.4,126.79,2.41,766.17,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU491940.1 Uncultured bacterium clone EPR4055-N3-Bc81 16S ribosomal RNA gene, partial sequence",1140,3,1465,45.05,45.32,99.4,220.63,3.48,1128.35,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|DQ525420.2 Vibrio alginolyticus TtpC (ttpC), ExbB2 (exbB2), ExbD2 (exbD2), TonB2 (tonB2), and hypothetical protein genes, complete cds",14158,11,4166,57.39,57.56,99.71,173.73,12.61,14124.75,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|EF506284.1 Uncultured bacterium clone nG2SW127 putative sulfide-quinone reductase gene, partial cds",270,0,344,95.06,100,95.06,100,5.42,267.26,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF506285.1 Uncultured bacterium clone nG2SW134 putative sulfide-quinone reductase gene, partial cds",548,0,344,97.09,100,97.09,100,9.34,545.26,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EF506423.1 Uncultured bacterium clone G1SW2 putative sulfide-quinone reductase gene, partial cdsEF506424.1 Uncultured bacterium clone G1SW11 putative sulfide-quinone reductase gene, partial cds",1270,1,508,96.85,100,96.85,100,15.29,1265.95,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EF506444.1 Uncultured bacterium clone G1SW4 putative sulfide-quinone reductase gene, partial cds",2064,1,508,93.31,100,93.31,100,30.11,2059.94,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF506445.1 Uncultured bacterium clone G1SW22 putative sulfide-quinone reductase gene, partial cds",480,1,508,89.76,97.83,91.75,102.21,7.92,475.96,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF506446.1 Uncultured bacterium clone G1SW211 putative sulfide-quinone reductase gene, partial cds",754,1,512,92.97,100,92.97,100,10.3,749.92,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF506448.1 Uncultured bacterium clone G1SW18 putative sulfide-quinone reductase gene, partial cds",456,1,508,94.88,99.21,95.63,100.79,5.68,451.96,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF506480.1 Uncultured bacterium clone G1FW217 putative sulfide-quinone reductase gene, partial cds",268,1,508,86.81,93.7,92.65,106.72,4.72,263.97,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"663|EU574908.1 Vibrio alginolyticus periplasmic protein TonB1, TonB system transport protein ExbB1, and TonB system transport protein ExbD1 genes, complete cds",12922,10,3999,66.52,66.92,99.4,149.44,14.71,12890.09,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|EU617355.1 Uncultured bacterium isolate DGGE gel band 17 16S ribosomal RNA gene, partial sequence",240,1,401,69.08,69.83,98.93,143.21,2.79,236.82,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU652540.1 Uncultured bacterium clone B8S-21 16S ribosomal RNA gene, partial sequence",4924,3,1499,99.33,100,99.33,100,14.54,4912.04,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU652544.1 Uncultured bacterium clone A8S-76 16S ribosomal RNA gene, partial sequence",1926,4,1504,72.21,72.67,99.36,137.6,5.78,1914.02,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU444851.1 Uncultured bacterium clone Bubsed_10E PmoC (pmoC) and PmoA (pmoA) genes, partial cds",744,2,807,86.99,92.57,93.98,108.03,6.7,737.58,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU444860.1 Uncultured bacterium clone Bubsed_8A PmoC (pmoC) and PmoA (pmoA) genes, partial cds",1214,2,870,69.54,72.53,95.88,137.88,8.9,1207.07,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU444866.1 Uncultured bacterium clone Clamsed_1G PmoC (pmoC) and PmoA (pmoA) genes, partial cds",1858,2,873,94.85,97.48,97.3,102.59,13.41,1851.04,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"116093|AB365799.1 Pseudoalteromonas sp. A28 espI gene for extracellular serine protease, complete cds",8636,7,2643,97.43,98.75,98.66,101.26,12.11,8614.91,1.00E-26,116093,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. A28
"663|EU643508.1 Vibrio alginolyticus surface antigen 2310 gene, complete cds",7220,6,2415,50.31,50.64,99.35,197.47,13.89,7200.73,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|EU636618.1 Uncultured bacterium clone PoritesC32clB05 16S ribosomal RNA gene, partial sequence",336,1,459,77.34,81.48,94.92,122.73,2.93,332.35,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU645126.1 Uncultured bacterium clone MiJ15 16S ribosomal RNA gene, partial sequence",1424,1,745,84.7,89.66,94.46,111.53,13.09,1418.06,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF687172.1 Uncultured bacterium clone 102B136 16S ribosomal RNA gene, partial sequence",4526,3,1393,93.47,94.11,99.31,106.25,15.47,4514.88,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EF687177.1 Uncultured bacterium clone 102B143 16S ribosomal RNA gene, partial sequence",1000,3,1367,79.81,79.88,99.91,125.18,3.5,989.13,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EF687482.1 Uncultured bacterium clone 113B477 16S ribosomal RNA gene, partial sequence",1320,3,1355,62.8,63.47,98.95,157.56,5.09,1309.21,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|EU678651.1 Vibrio alginolyticus LuxQ (luxQ) gene, complete cds",7436,6,2577,46.57,46.8,99.5,213.68,12.29,7415.44,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|EU622289.1 Uncultured bacterium clone BC_B1_5g 16S ribosomal RNA gene, partial sequence",6630,3,1473,68.02,68.16,99.8,146.71,21.38,6618.24,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"198431|EF644748.1 Uncultured prokaryote clone EPR_WF1 periplasmic nitrate reductase (napA) gene, partial cds",952,2,1039,40.81,46.78,87.24,213.79,4.79,943.73,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,,,
"333802|DQ026025.1 Oceanimonas sp. 21 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",2034,4,1834,51.96,52.51,98.96,190.45,5.85,2019.39,1.00E-26,333802,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas sp. 21
"466106|EF602038.1 Candidatus Scalindua marina clone 5B 16S ribosomal RNA gene, partial sequence",954,4,1514,29.59,29.85,99.12,334.96,2.96,941.97,1.00E-26,466106,Bacteria,unk_k,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua marina
"86473|AM745132.1 Uncultured gamma proteobacterium partial 16S rRNA gene, clone GoM161_Bac17",5766,3,1498,64.15,64.69,99.17,154.59,17.03,5754.04,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AM745135.1 Uncultured gamma proteobacterium partial 16S rRNA gene, clone GoM161_Bac2",56068,3,1501,95.27,95.34,99.93,104.89,175.85,56056.01,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AM745138.1 Uncultured gamma proteobacterium partial 16S rRNA gene, clone GoM161_Bac22",1800,3,1498,86.58,87.32,99.16,114.53,5.52,1788.07,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AM745143.1 Uncultured gamma proteobacterium partial 16S rRNA gene, clone GoM161_Bac33",890,4,1514,41.74,42.01,99.37,238.05,2.97,877.98,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"120858|AM745151.1 Uncultured epsilon proteobacterium partial 16S rRNA gene, clone GoM161_Bac5",4524,3,1470,85.99,86.6,99.29,115.48,13.83,4512.27,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"34034|AM745163.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM161_Bac9",1014,4,1521,80.8,81.13,99.59,123.26,3.15,1001.91,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|AM745166.1 Uncultured bacterium partial 16S rRNA gene, clone GoM161_Bac69",14184,3,1489,97.04,97.45,99.59,102.62,46.98,14172.11,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AM745191.1 Uncultured bacterium partial 16S rRNA gene, clone GoM_GC232_4463_Bac46",602,1,737,72.32,72.59,99.63,137.76,3.66,596.14,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"34034|AM745215.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM_GC232_4463_Bac70",1598,4,1618,78.12,78.37,99.68,127.6,4.54,1585.12,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"29281|AM745225.1 Uncultured crenarchaeote partial 16S rRNA gene, clone GoM_GC232_4463_Arch18",896,3,1366,93.85,94.29,99.53,106.06,3.17,885.14,1.00E-26,29281,Archaea,unk_k,Crenarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured crenarchaeote
"291196|AM746080.1 Uncultured candidate division OP5 bacterium partial 16S rRNA gene, clone GoM140_Bac65",674,1,687,72.05,72.78,99,137.4,5.68,668.53,1.00E-26,291196,Bacteria,unk_k,Caldiserica,unk_c,unk_o,unk_f,unk_g,uncultured Caldiserica bacterium
"114243|AM746097.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch51AM746108.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch80",16322,3,1358,98.01,98.01,100,102.03,58.2,16311.15,1.00E-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"663|EU625280.1 Vibrio alginolyticus agglutination protein gene, complete cds",26442,3,1359,99.56,100,99.56,100,87.35,26431.14,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|EU625284.1 Vibrio alginolyticus agglutination protein gene, partial cds",5858,3,1275,98.59,98.9,99.68,101.11,22.58,5847.82,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"166587|EU729309.1 Uncultured Chloroflexi bacterium clone B93 16S ribosomal RNA gene, partial sequence",2674,1,504,99.21,100,99.21,100,24.42,2669.98,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"120858|EU729320.1 Uncultured epsilon proteobacterium clone B3 16S ribosomal RNA gene, partial sequence",282,1,501,67.07,67.66,99.12,147.79,2.63,278.02,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"77133|EU746762.1 Uncultured bacterium clone TB3_28 16S ribosomal RNA gene, partial sequence",1194,2,920,39.02,39.02,100,256.27,5.81,1186.67,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU746797.1 Uncultured bacterium clone TC3_49 16S ribosomal RNA gene, partial sequence",3174,2,877,92.82,92.93,99.88,107.61,17.95,3167,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU617752.1 Uncultured bacterium clone C13S-45 16S ribosomal RNA gene, partial sequence",1048,3,1500,85.53,86.2,99.23,116.01,3.2,1036.08,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU799494.1 Uncultured bacterium clone 1C227100 16S ribosomal RNA gene, partial sequence",928,3,1289,85.1,87.2,97.6,114.68,4.57,917.75,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU734919.1 Uncultured bacterium clone 010A13 16S ribosomal RNA gene, partial sequence",992,4,1522,76.61,76.68,99.91,130.42,3.09,979.91,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU734926.1 Uncultured bacterium clone 017A30 16S ribosomal RNA gene, partial sequence",5084,3,1483,99.93,100,99.93,100,16.32,5072.16,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU734971.1 Uncultured bacterium clone 065C71 16S ribosomal RNA gene, partial sequence",842,4,1502,60.39,60.79,99.34,164.51,2.17,830.08,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU734988.1 Uncultured bacterium clone 082B28 16S ribosomal RNA gene, partial sequence",5998,3,1488,94.62,94.83,99.79,105.46,18.93,5986.12,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU735017.1 Uncultured bacterium clone 113D39 16S ribosomal RNA gene, partial sequence",1066,4,1518,82.21,83.2,98.81,120.19,3.56,1053.93,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU735028.1 Uncultured bacterium clone 124D66 16S ribosomal RNA gene, partial sequence",2642,3,1490,83.83,84.03,99.76,119.01,7.73,2630.12,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU713966.1 Uncultured bacterium clone 40H-0N-2 dinitrogenase reductase (nifH) gene, partial cds",268,1,389,95.63,100,95.63,100,4.35,264.91,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU481706.1 Uncultured bacterium clone B4-3 16S ribosomal RNA gene, partial sequence",7258,2,994,97.18,97.18,100,102.9,31.67,7250.06,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"670|EU770333.1 Vibrio parahaemolyticus serotype O4:K13 threonine dehydrogenase (dtdS) gene, partial cds",300,1,458,72.05,72.93,98.8,137.13,2.58,296.36,1.00E-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"153939|EU779889.1 Uncultured sulfate-reducing bacterium clone GOMGC1B01 DsrA-like (dsrA) gene, partial sequence",570,1,705,64.4,65.25,98.7,153.26,4.07,564.39,1.00E-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|EU779891.1 Uncultured sulfate-reducing bacterium clone GOMGC7B04F DsrA-like (dsrA) gene, partial sequence",398,1,714,60.5,62.04,97.52,161.17,2.94,392.33,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|EU779900.1 Uncultured sulfate-reducing bacterium clone GOMGC2B09F DsrA (dsrA) gene, partial cds",2200,1,700,98.86,100,98.86,100,14.6,2194.41,1.00E-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|EU779916.1 Uncultured sulfate-reducing bacterium clone GOMGC4E03F DsrA-like (dsrA) gene, partial sequence",858,1,714,77.59,78.85,98.4,126.82,5.06,852.31,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|EU779918.1 Uncultured sulfate-reducing bacterium clone GOMGC5F09F DsrA-like (dsrA) gene, partial sequence",416,1,718,70.61,71.17,99.22,140.51,2.37,410.3,1.00E-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|EU495360.1 Uncultured sulfate-reducing bacterium clone BRbotdsr16 DsrA-like gene, partial sequence",1456,1,398,98.74,100,98.74,100,14.64,1452.82,1.00E-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|EU495367.1 Uncultured sulfate-reducing bacterium clone BRmiddsr05 DsrA-like gene, partial sequence",528,1,389,98.46,100,98.46,100,6.89,524.9,1.00E-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|EU495380.1 Uncultured sulfate-reducing bacterium clone FEbotdsr05 DsrA-like gene, partial sequence",1052,1,431,98.14,99.77,98.37,100.23,10.16,1048.56,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|EU495381.1 Uncultured sulfate-reducing bacterium clone FEbotdsr04 DsrA-like gene, partial sequence",1874,1,521,83.88,84.64,99.09,118.14,16.23,1869.84,1.00E-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|EU495388.1 Uncultured sulfate-reducing bacterium clone FEbotdsr08 DsrA-like gene, partial sequence",438,1,448,89.06,92.63,96.14,107.95,7.19,434.43,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"219049|EU837038.1 Uncultured Arctic sea ice bacterium clone FB04bi.93 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1486,4,1657,65.84,68.07,96.72,146.9,4.51,1472.81,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
